Order,PID,1st Flr SF,1st Flr SF (box-cox-0),2nd Flr SF,3Ssn Porch,Bedroom AbvGr,Bsmt Cond,Bsmt Exposure,Bsmt Full Bath,Bsmt Half Bath,Bsmt Qual,Bsmt Unf SF,BsmtFin SF 1,BsmtFin SF 2,BsmtFin Type 1,BsmtFin Type 2,Electrical,Enclosed Porch,Fence,Fireplace Qu,Fireplaces,Full Bath,Functional,Garage Area,Garage Cars,Garage Cond,Garage Finish,Garage Qual,Gr Liv Area,Gr Liv Area (box-cox-0),Half Bath,Kitchen AbvGr,Kitchen Qual,Land Slope,Lot Area,Lot Area (box-cox-0.1),Lot Shape,Low Qual Fin SF,Mas Vnr Area,Misc Val,Mo Sold,Open Porch SF,Overall Cond,Overall Qual,Paved Drive,Pool Area,Pool QC,Screen Porch,TotRms AbvGrd,Total Bath,Total Bsmt SF,Total Porch SF,Total SF,Total SF (box-cox-0.2),Utilities,Wood Deck SF,abnormal_sale,air_cond,build_type_1Fam,build_type_2Fam,build_type_Twnhs,found_BrkTil,found_CBlock,found_PConc,has 2nd Flr,has Bsmt,has Fireplace,has Garage,has Pool,has Porch,major_street,new_home,nhood_Blmngtn,nhood_Blueste,nhood_BrDale,nhood_BrkSide,nhood_ClearCr,nhood_CollgCr,nhood_Crawfor,nhood_Edwards,nhood_Gilbert,nhood_Greens,nhood_GrnHill,nhood_IDOTRR,nhood_Landmrk,nhood_MeadowV,nhood_Mitchel,nhood_NPkVill,nhood_NWAmes,nhood_Names,nhood_NoRidge,nhood_NridgHt,nhood_OldTown,nhood_SWISU,nhood_Sawyer,nhood_SawyerW,nhood_Somerst,nhood_StoneBr,nhood_Timber,nhood_Veenker,park,partial_sale,railway,recently_built,recently_remodeled,remodeled,years_since_built,years_since_remodeled,SalePrice,SalePrice (box-cox-0)
2623,535451210,1040.0,6.946975992135418,0.0,0.0,2,NA,NA,0,0,NA,0.0,0.0,0.0,NA,NA,FuseA,0.0,NA,NA,0,1,Typ,420.0,2,TA,Unf,TA,1040.0,6.946975992135418,0,1,TA,Gtl,7200.0,14.307105706203597,Reg,0.0,0.0,0.0,7,29.0,5,4,Y,0.0,NA,0.0,4,1.0,0.0,29.0,1040.0,15.062112997524832,AllPub,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,56,109900.0,11.607326140391713
2624,535453160,1040.0,6.946975992135418,0.0,0.0,3,TA,No,0,0,TA,671.0,369.0,0.0,LwQ,Unf,FuseA,252.0,GdWo,NA,0,1,Typ,286.0,1,TA,RFn,TA,1040.0,6.946975992135418,0,1,TA,Gtl,7560.0,14.425990257997334,Reg,0.0,0.0,0.0,7,0.0,5,5,Y,0.0,NA,0.0,6,1.0,1040.0,392.0,2080.0,18.045316198021403,AllPub,140.0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,47,133700.0,11.803353763090035
2625,535454030,1040.0,6.946975992135418,0.0,0.0,2,NA,NA,0,0,NA,0.0,0.0,0.0,NA,NA,FuseF,0.0,NA,NA,0,2,Typ,400.0,2,Fa,Unf,TA,1040.0,6.946975992135418,0,2,TA,Gtl,8544.0,14.726697963740518,Reg,0.0,0.0,0.0,12,0.0,4,3,Y,0.0,NA,0.0,6,2.0,0.0,0.0,1040.0,15.062112997524832,AllPub,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,56,81400.0,11.307130551990632
2626,535454050,1040.0,6.946975992135418,0.0,0.0,2,NA,NA,0,0,NA,0.0,0.0,0.0,NA,NA,FuseA,0.0,NA,NA,0,2,Typ,400.0,2,TA,Unf,TA,1040.0,6.946975992135418,0,2,TA,Gtl,8544.0,14.726697963740518,Reg,0.0,340.0,0.0,5,0.0,4,3,Y,0.0,NA,0.0,6,2.0,0.0,0.0,1040.0,15.062112997524832,AllPub,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57,56,87500.0,11.379394072345706
2627,535454060,1040.0,6.946975992135418,0.0,0.0,2,NA,NA,0,0,NA,0.0,0.0,0.0,NA,NA,FuseF,0.0,NA,NA,0,2,Typ,400.0,2,TA,Unf,TA,1040.0,6.946975992135418,0,2,TA,Gtl,8544.0,14.726697963740518,Reg,0.0,0.0,0.0,7,0.0,4,3,Y,0.0,NA,0.0,6,2.0,0.0,0.0,1040.0,15.062112997524832,AllPub,0.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,56,93500.0,11.44571671527678
2628,535456010,1556.0,7.349873704738337,0.0,0.0,4,Fa,No,0,0,TA,1556.0,0.0,0.0,Unf,Unf,SBrkr,0.0,NA,NA,0,2,Typ,0.0,0,NA,NA,NA,1556.0,7.349873704738337,0,2,TA,Gtl,8512.0,14.717421382730901,Reg,0.0,0.0,0.0,9,0.0,5,5,Y,0.0,NA,0.0,8,2.0,1556.0,0.0,3112.0,19.97916530215808,AllPub,0.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,46,119000.0,11.686878772093667
2629,535456020,1150.0,7.047517221357296,0.0,0.0,3,TA,No,1,0,TA,465.0,179.0,506.0,ALQ,BLQ,FuseA,0.0,NA,NA,0,1,Typ,300.0,1,TA,RFn,TA,1150.0,7.047517221357296,0,1,TA,Gtl,7945.0,14.547619910652857,Reg,0.0,0.0,0.0,5,0.0,6,5,Y,0.0,NA,0.0,6,2.0,1150.0,0.0,2300.0,18.5134075574667,AllPub,0.0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,47,141000.0,11.856515169360305
2630,535457070,1150.0,7.047517221357296,0.0,0.0,3,TA,No,0,0,TA,369.0,781.0,0.0,GLQ,Unf,SBrkr,0.0,NA,NA,0,1,Typ,288.0,1,TA,RFn,TA,1150.0,7.047517221357296,0,1,TA,Gtl,7000.0,14.238726817660954,Reg,0.0,0.0,0.0,7,0.0,4,5,Y,0.0,NA,162.0,6,1.0,1150.0,162.0,2300.0,18.5134075574667,AllPub,0.0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,45,146000.0,11.891361900690473
2631,535477060,660.0,6.492239835020471,688.0,0.0,3,TA,No,0,0,TA,148.0,512.0,0.0,BLQ,Unf,SBrkr,0.0,NA,Fa,1,1,Typ,453.0,2,TA,RFn,TA,1348.0,7.206377291472252,1,1,TA,Gtl,7590.0,14.435665845983605,Reg,0.0,266.0,0.0,7,108.0,5,6,Y,0.0,NA,0.0,6,1.5,660.0,296.0,2008.0,17.883515600966064,AllPub,188.0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,40,155000.0,11.951180395901384
2632,535478010,999.0,6.906754778648554,0.0,0.0,3,TA,Av,1,0,TA,141.0,784.0,0.0,BLQ,Unf,SBrkr,0.0,NA,NA,0,1,Typ,300.0,1,TA,Unf,TA,999.0,6.906754778648554,0,1,TA,Gtl,10205.0,15.169889035058102,IR1,0.0,0.0,0.0,5,72.0,5,5,Y,0.0,NA,0.0,6,2.0,925.0,222.0,1924.0,17.688773409202046,AllPub,150.0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,134500.0,11.809319478024031
2633,535478070,1045.0,6.951772164398911,0.0,0.0,3,TA,No,1,0,TA,236.0,809.0,0.0,LwQ,Unf,SBrkr,0.0,NA,NA,0,1,Typ,528.0,2,TA,Unf,TA,1045.0,6.951772164398911,0,1,TA,Gtl,7400.0,14.373796002952218,Reg,0.0,0.0,0.0,3,0.0,6,7,Y,0.0,NA,0.0,6,2.0,1045.0,0.0,2090.0,18.06743266503461,AllPub,0.0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,120000.0,11.695247021764184
2634,535478090,864.0,6.761572768804055,0.0,0.0,3,TA,No,0,1,TA,396.0,468.0,0.0,BLQ,Unf,SBrkr,0.0,GdWo,NA,0,1,Typ,336.0,1,TA,Unf,TA,864.0,6.761572768804055,0,1,TA,Gtl,7000.0,14.238726817660954,Reg,0.0,0.0,0.0,2,0.0,6,5,Y,0.0,NA,0.0,5,1.5,864.0,0.0,1728.0,17.206430349229205,AllPub,0.0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,105000.0,11.56171562913966
2635,535478110,1025.0,6.932447891572509,0.0,0.0,3,TA,Av,1,0,TA,72.0,953.0,0.0,ALQ,Unf,SBrkr,0.0,NA,NA,0,1,Typ,0.0,0,NA,NA,NA,1025.0,6.932447891572509,0,1,TA,Gtl,7000.0,14.238726817660954,Reg,0.0,0.0,0.0,3,80.0,5,5,Y,0.0,NA,0.0,6,2.0,1025.0,176.0,2050.0,17.97845245114163,AllPub,96.0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,124000.0,11.728036844587175
2636,902100110,1007.0,6.914730892718563,1007.0,0.0,5,TA,No,0,0,Fa,716.0,0.0,0.0,Unf,Unf,FuseA,167.0,NA,NA,0,2,Typ,624.0,2,TA,Unf,TA,2014.0,7.607878073278507,0,1,TA,Gtl,9856.0,15.082456601135856,Reg,0.0,0.0,0.0,6,72.0,8,5,Y,0.0,NA,0.0,8,2.0,716.0,239.0,2730.0,19.33338534806968,AllPub,0.0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,106,1,169000.0,12.037653993905211
2637,902100130,810.0,6.697034247666484,518.0,0.0,3,TA,No,0,0,TA,686.0,0.0,0.0,Unf,Unf,SBrkr,60.0,NA,NA,0,1,Typ,210.0,1,TA,Unf,TA,1328.0,7.191429330036379,0,1,TA,Gtl,9906.0,15.095152106324337,Reg,0.0,0.0,0.0,9,172.0,4,4,Y,0.0,NA,0.0,8,1.0,686.0,232.0,2014.0,17.89717469282971,AllPub,0.0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,81,56,107000.0,11.580584113444043
2638,902101050,1226.0,7.111512116496157,442.0,0.0,3,TA,No,1,0,TA,936.0,276.0,0.0,Rec,Unf,FuseA,140.0,NA,NA,0,1,Typ,240.0,1,TA,Unf,TA,1668.0,7.419380582918692,0,1,TA,Gtl,9600.0,15.016533111252238,Reg,0.0,264.0,0.0,5,0.0,6,5,Y,0.0,NA,0.0,6,2.0,1212.0,140.0,2880.0,19.595094858493635,AllPub,0.0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,58,56,135000.0,11.813030057420567
2639,902103090,1147.0,7.044905117129371,510.0,0.0,4,Fa,No,0,0,TA,863.0,284.0,0.0,LwQ,Unf,SBrkr,0.0,NA,TA,1,1,Typ,162.0,1,Fa,Unf,Fa,1657.0,7.4127640174265625,0,1,Fa,Gtl,5520.0,13.669762908153404,Reg,0.0,0.0,0.0,7,0.0,6,4,N,0.0,NA,0.0,9,1.0,1147.0,0.0,2804.0,19.463895120079304,AllPub,0.0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,86,26,111500.0,11.62177986988231
2640,902104020,940.0,6.84587987526405,476.0,0.0,3,TA,No,0,1,TA,399.0,381.0,0.0,Rec,Unf,SBrkr,0.0,NA,NA,0,1,Typ,400.0,2,TA,Unf,TA,1416.0,7.255591274253665,0,1,Gd,Gtl,9600.0,15.016533111252238,Reg,0.0,0.0,0.0,6,24.0,8,6,Y,0.0,NA,0.0,7,1.5,780.0,24.0,2196.0,18.296810736938365,AllPub,0.0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,106,2,156500.0,11.960811288962345
2641,902106040,832.0,6.723832440821209,809.0,0.0,3,Gd,No,0,1,TA,712.0,16.0,0.0,LwQ,Unf,SBrkr,234.0,NA,Gd,1,1,Typ,546.0,2,TA,Unf,Fa,1641.0,7.403061091090091,1,1,Ex,Gtl,9600.0,15.016533111252238,Reg,0.0,0.0,0.0,8,0.0,7,7,Y,0.0,NA,0.0,6,2.0,728.0,234.0,2369.0,18.652824885151624,AllPub,0.0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,81,16,178000.0,12.089538829274222
2642,902106090,848.0,6.742880635791903,580.0,0.0,4,TA,No,1,0,TA,504.0,208.0,0.0,Rec,Unf,SBrkr,84.0,NA,NA,0,1,Typ,576.0,2,TA,Fin,TA,1428.0,7.2640301428995295,0,1,TA,Gtl,6451.0,14.041563299433294,Reg,0.0,0.0,0.0,5,0.0,7,7,Y,0.0,NA,0.0,7,2.0,712.0,348.0,2140.0,18.176761890386626,AllPub,264.0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,106,36,139900.0,11.848683160653573
2643,902108060,502.0,6.218600119691729,502.0,0.0,2,TA,No,0,0,TA,502.0,0.0,0.0,Unf,Unf,SBrkr,68.0,MnPrv,Po,1,1,Typ,200.0,1,TA,Unf,Fa,1004.0,6.911747300251674,0,1,Gd,Gtl,3960.0,12.896522048599065,Reg,0.0,0.0,0.0,7,0.0,8,7,N,0.0,NA,0.0,5,1.0,502.0,348.0,1506.0,16.60404129339411,AllPub,280.0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,76,56,105000.0,11.56171562913966
2644,902109010,813.0,6.70073110954781,0.0,0.0,2,TA,No,0,0,TA,813.0,0.0,0.0,Unf,Unf,FuseA,0.0,NA,NA,0,1,Typ,270.0,1,Fa,Unf,Fa,813.0,6.70073110954781,0,1,Gd,Gtl,5684.0,13.739163244657208,Reg,0.0,0.0,0.0,6,113.0,8,6,N,0.0,NA,0.0,5,1.0,813.0,113.0,1626.0,16.937852521555996,AllPub,0.0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,76,1,110000.0,11.608235644774552
2645,902110120,1084.0,6.988413181999592,867.0,0.0,4,TA,No,0,0,TA,938.0,0.0,0.0,Unf,Unf,SBrkr,28.0,NA,NA,0,2,Typ,576.0,2,TA,Unf,TA,1951.0,7.576097340623111,0,2,Fa,Gtl,7745.0,14.485114666580742,Reg,0.0,0.0,0.0,4,6.0,6,4,P,0.0,NA,0.0,9,2.0,938.0,34.0,2889.0,19.61044761381168,AllPub,0.0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,106,56,111500.0,11.62177986988231
2646,902110130,1032.0,6.939253946041508,0.0,0.0,2,Fa,No,0,0,TA,817.0,143.0,72.0,BLQ,Rec,FuseA,112.0,MnPrv,NA,0,1,Typ,280.0,1,TA,Unf,TA,1032.0,6.939253946041508,0,1,TA,Gtl,7741.0,14.48384980888854,Reg,0.0,0.0,0.0,6,0.0,5,6,Y,0.0,NA,0.0,5,1.0,1032.0,112.0,2064.0,18.009752268934324,AllPub,0.0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,82,56,108000.0,11.589886506106357
2647,902111010,844.0,6.738152494595957,0.0,0.0,2,Fa,No,0,0,TA,844.0,0.0,0.0,Unf,Unf,SBrkr,123.0,NA,NA,0,1,Typ,216.0,1,TA,Unf,TA,844.0,6.738152494595957,0,1,TA,Gtl,5633.0,13.717776656731363,Reg,0.0,0.0,0.0,7,81.0,7,5,N,0.0,NA,0.0,5,1.0,844.0,254.0,1688.0,17.102657440369484,AllPub,50.0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,81,56,111500.0,11.62177986988231
2648,902125020,1089.0,6.9930151229329605,661.0,0.0,3,Fa,No,0,0,Fa,636.0,0.0,0.0,Unf,Unf,FuseA,293.0,MnPrv,NA,0,1,Typ,240.0,1,Po,Unf,Fa,1750.0,7.4673710669175595,0,1,Ex,Gtl,9000.0,14.855599984056148,Reg,0.0,0.0,0.0,6,0.0,6,5,N,0.0,NA,0.0,8,1.0,636.0,293.0,2386.0,18.68667450792345,AllPub,0.0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,126,15,124000.0,11.728036844587175
2649,902128020,864.0,6.761572768804055,0.0,0.0,2,TA,No,0,0,TA,576.0,0.0,0.0,Unf,Unf,SBrkr,0.0,NA,NA,0,1,Typ,528.0,1,TA,RFn,TA,864.0,6.761572768804055,0,1,TA,Gtl,7200.0,14.307105706203597,Reg,0.0,0.0,0.0,8,0.0,5,4,Y,0.0,NA,115.0,5,1.0,576.0,115.0,1440.0,16.411273683383236,AllPub,0.0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56,56,105000.0,11.56171562913966
2650,902128100,734.0,6.598509028614515,384.0,0.0,2,TA,No,0,0,Fa,648.0,0.0,0.0,Unf,Unf,FuseA,0.0,NA,NA,0,1,Typ,440.0,2,TA,Unf,TA,1118.0,7.0192966537150445,0,1,TA,Gtl,4400.0,13.1390363135585,Reg,0.0,0.0,0.0,10,0.0,8,6,Y,0.0,NA,0.0,6,1.0,648.0,0.0,1766.0,17.303249574220334,AllPub,0.0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,86,56,116000.0,11.661345470088502
2651,902134060,714.0,6.570882962339584,662.0,0.0,2,Fa,Mn,0,0,TA,738.0,0.0,0.0,Unf,Unf,FuseA,104.0,NA,NA,0,1,Typ,216.0,1,TA,Unf,TA,1376.0,7.226936018493289,0,1,TA,Mod,7614.0,14.443381566205327,Reg,0.0,0.0,0.0,3,0.0,5,3,N,0.0,NA,225.0,7,1.0,738.0,329.0,2114.0,18.120168820913356,AllPub,0.0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,101,56,96900.0,11.481434797878858
2652,902204060,960.0,6.866933284461882,0.0,0.0,3,TA,Av,1,0,TA,384.0,576.0,0.0,GLQ,Unf,FuseA,0.0,NA,NA,0,1,Typ,576.0,2,TA,Unf,TA,960.0,6.866933284461882,0,1,TA,Gtl,6000.0,13.86795031058074,Reg,0.0,0.0,0.0,6,0.0,7,5,Y,0.0,NA,0.0,5,2.0,960.0,0.0,1920.0,17.679331552660543,AllPub,0.0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51,51,135500.0,11.816726919301892
2653,902204120,816.0,6.704414354964107,750.0,0.0,5,TA,No,0,0,TA,816.0,0.0,0.0,Unf,Unf,SBrkr,296.0,MnPrv,NA,0,1,Typ,450.0,2,TA,Unf,TA,1566.0,7.356279876550748,1,1,Gd,Gtl,6000.0,13.86795031058074,Reg,0.0,145.0,0.0,8,0.0,7,5,Y,0.0,NA,0.0,7,1.5,816.0,320.0,2382.0,18.67872729106667,AllPub,24.0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,82,56,139000.0,11.842229212112828
2654,902206020,492.0,6.198478716492308,0.0,0.0,1,TA,No,1,0,Fa,76.0,416.0,0.0,LwQ,Unf,SBrkr,78.0,NA,NA,0,1,Typ,200.0,1,TA,Unf,Fa,492.0,6.198478716492308,0,1,TA,Gtl,7830.0,14.511854848561354,Reg,0.0,0.0,0.0,6,0.0,5,3,N,0.0,NA,0.0,3,2.0,492.0,78.0,984.0,14.841249760719228,AllPub,0.0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,85,56,61500.0,11.02679245379461
2655,902206090,885.0,6.785587645007929,297.0,0.0,3,TA,No,0,0,Fa,460.0,310.0,0.0,Rec,Unf,SBrkr,0.0,GdWo,NA,0,1,Typ,378.0,1,TA,Unf,Fa,1182.0,7.074963197966044,1,1,TA,Gtl,9576.0,15.010271930914083,Reg,0.0,0.0,0.0,5,0.0,7,6,Y,0.0,NA,0.0,5,1.5,770.0,0.0,1952.0,17.754430321145307,AllPub,0.0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,61,56,120000.0,11.695247021764184
2656,902207080,1163.0,7.0587581525186645,0.0,0.0,3,TA,No,1,0,TA,906.0,256.0,0.0,ALQ,Unf,SBrkr,0.0,NA,NA,0,1,Typ,220.0,1,TA,Unf,Fa,1163.0,7.0587581525186645,0,1,TA,Gtl,5820.0,13.795361032222186,Reg,0.0,0.0,0.0,7,98.0,8,3,Y,0.0,NA,0.0,6,2.0,1162.0,240.0,2325.0,18.564302855403803,AllPub,142.0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,51,1,126175.0,11.745425111208464
2657,902207110,840.0,6.733401891837359,0.0,0.0,2,TA,No,0,0,TA,798.0,0.0,0.0,Unf,Unf,SBrkr,0.0,NA,NA,0,1,Typ,250.0,1,Fa,Unf,TA,840.0,6.733401891837359,0,1,Fa,Gtl,5747.0,13.765344803630635,Reg,0.0,0.0,0.0,6,0.0,4,3,N,0.0,NA,0.0,5,1.0,798.0,112.0,1638.0,16.970137948309535,AllPub,112.0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,86,56,64000.0,11.06663836234181
2658,902301120,908.0,6.811244378601294,1020.0,0.0,4,TA,No,0,0,Fa,1020.0,0.0,0.0,Unf,Unf,FuseP,112.0,NA,NA,0,2,Typ,440.0,1,Po,Unf,Po,1928.0,7.564238475170491,0,2,Fa,Gtl,9142.0,14.894540910286963,Reg,0.0,0.0,0.0,4,60.0,8,6,Y,0.0,NA,0.0,9,2.0,1020.0,172.0,2948.0,19.710156738385106,AllPub,0.0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,96,56,137000.0,11.827736204810263
2659,902305090,1095.0,6.9985096422506015,679.0,0.0,4,Fa,No,1,0,TA,1095.0,0.0,0.0,Unf,Unf,SBrkr,90.0,NA,NA,0,2,Min2,779.0,3,Fa,Unf,Fa,1774.0,7.480992162869525,0,2,TA,Gtl,9600.0,15.016533111252238,Reg,0.0,0.0,0.0,5,0.0,2,4,N,0.0,NA,0.0,8,3.0,1095.0,90.0,2869.0,19.576278169088035,AllPub,0.0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,106,56,87000.0,11.37366339763672
2660,902325050,880.0,6.779921907472252,888.0,0.0,2,TA,Mn,0,0,Gd,490.0,390.0,0.0,Rec,Unf,SBrkr,0.0,NA,TA,2,1,Typ,320.0,2,TA,Unf,TA,1768.0,7.477604243197589,1,1,TA,Gtl,10800.0,15.312927517522764,Reg,0.0,0.0,0.0,10,341.0,7,7,N,0.0,NA,0.0,6,1.5,880.0,341.0,2648.0,19.185418151878178,AllPub,0.0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,92,36,163000.0,12.0015054797889
2661,902325100,1226.0,7.111512116496157,878.0,0.0,5,TA,No,0,0,TA,1226.0,0.0,0.0,Unf,Unf,SBrkr,88.0,NA,NA,0,2,Typ,432.0,2,TA,Unf,Fa,2104.0,7.651595573857601,0,1,TA,Gtl,6300.0,13.984686980474942,Reg,0.0,0.0,0.0,7,341.0,6,7,P,0.0,NA,0.0,9,2.0,1226.0,429.0,3330.0,20.31971722156561,AllPub,0.0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,96,1,155000.0,11.951180395901384
