Order,PID,1st Flr SF,1st Flr SF (box-cox-0),2nd Flr SF,3Ssn Porch,Alley,Bedroom AbvGr,Bldg Type,Bsmt Cond,Bsmt Exposure,Bsmt Full Bath,Bsmt Half Bath,Bsmt Qual,Bsmt Unf SF,BsmtFin SF 1,BsmtFin SF 2,BsmtFin Type 1,BsmtFin Type 2,Central Air,Condition 1,Condition 2,Electrical,Enclosed Porch,Exter Cond,Exter Qual,Exterior 1st,Exterior 2nd,Fence,Fireplace Qu,Fireplaces,Foundation,Full Bath,Functional,Garage Area,Garage Cars,Garage Cond,Garage Finish,Garage Qual,Garage Type,Gr Liv Area,Gr Liv Area (box-cox-0),Half Bath,Heating,Heating QC,House Style,Kitchen AbvGr,Kitchen Qual,Land Contour,Land Slope,Lot Area,Lot Area (box-cox-0.1),Lot Config,Lot Shape,Low Qual Fin SF,MS SubClass,MS Zoning,Mas Vnr Area,Mas Vnr Type,Misc Feature,Misc Val,Mo Sold,Neighborhood,Open Porch SF,Overall Cond,Overall Qual,Paved Drive,Pool Area,Pool QC,Roof Matl,Roof Style,Sale Condition,Sale Type,Screen Porch,Street,TotRms AbvGrd,Total Bath,Total Bsmt SF,Total Porch SF,Total SF,Total SF (box-cox-0.2),Utilities,Wood Deck SF,Year Built,Year Remod/Add,Yr Sold,SalePrice,SalePrice (box-cox-0)
2483,531452210,636.0,6.455198563340122,684.0,0.0,NA,3,1Fam,TA,No,0,0,Gd,362.0,274.0,0.0,ALQ,Unf,Y,RRAe,Norm,SBrkr,0.0,TA,TA,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,472.0,2,TA,Fin,TA,Attchd,1320.0,7.1853870155804165,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9019.0,14.8608422991123,Inside,IR1,0.0,060,RL,0.0,None,NA,0.0,7,SawyerW,40.0,5,6,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,2.5,636.0,40.0,1956.0,17.76374827280419,AllPub,0.0,1994,1994,2006,150000.0,11.918390573078392
2484,531478010,1056.0,6.962243464266207,0.0,0.0,NA,2,1Fam,TA,No,1,0,TA,0.0,1056.0,0.0,Rec,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,MnPrv,NA,0,CBlock,1,Typ,384.0,1,TA,Unf,TA,Detchd,1056.0,6.962243464266207,0,GasA,TA,1Story,1,TA,Lvl,Gtl,8900.0,14.82784358445675,Inside,Reg,0.0,020,RH,0.0,None,NA,0.0,11,SawyerW,42.0,4,4,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,2.0,1056.0,42.0,2112.0,18.115792487300293,AllPub,0.0,1966,1966,2006,107000.0,11.580584113444043
2485,531479030,965.0,6.872128101338986,0.0,0.0,NA,3,1Fam,TA,No,1,0,TA,187.0,641.0,0.0,BLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,VinylSd,VinylSd,MnPrv,NA,0,CBlock,1,Typ,300.0,1,TA,Unf,TA,Detchd,965.0,6.872128101338986,0,GasA,Gd,1Story,1,TA,Lvl,Gtl,7800.0,14.50244710162495,Corner,Reg,0.0,020,RH,0.0,None,NA,0.0,7,SawyerW,0.0,5,5,Y,0.0,NA,CompShg,Gable,Abnorml,WD,0.0,Pave,6,2.0,828.0,421.0,1793.0,17.3710342259864,AllPub,421.0,1965,1965,2006,119900.0,11.694413341015606
2486,532351060,988.0,6.895682697747868,0.0,0.0,NA,3,1Fam,TA,No,1,0,TA,952.0,36.0,0.0,LwQ,Unf,Y,RRAe,Norm,SBrkr,0.0,TA,TA,Wd Sdng,Wd Sdng,NA,NA,0,CBlock,1,Typ,624.0,2,TA,Unf,TA,Detchd,988.0,6.895682697747868,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,9100.0,14.883080194665652,Inside,Reg,0.0,020,RL,51.0,BrkFace,NA,0.0,7,Sawyer,0.0,4,5,Y,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,6,2.0,988.0,0.0,1976.0,17.810110669812023,AllPub,0.0,1962,1962,2006,129500.0,11.771436160121729
2487,532351090,1728.0,7.454719949364001,0.0,0.0,NA,6,Duplx,TA,No,1,0,TA,396.0,1332.0,0.0,Rec,Unf,Y,RRAe,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,NA,NA,0,CBlock,2,Typ,504.0,2,TA,Unf,TA,Detchd,1728.0,7.454719949364001,0,GasA,TA,1Story,2,TA,Lvl,Gtl,9100.0,14.883080194665652,Inside,Reg,0.0,090,RM,336.0,BrkFace,NA,0.0,11,Sawyer,0.0,5,5,Y,0.0,NA,CompShg,Gable,Abnorml,ConLI,0.0,Pave,10,3.0,1728.0,0.0,3456.0,20.508490012515818,AllPub,0.0,1963,1963,2006,125000.0,11.736069016284437
2488,532351150,1286.0,7.1592919047975645,368.0,0.0,NA,4,Duplx,NA,NA,0,0,NA,0.0,0.0,0.0,NA,NA,Y,RRAe,Norm,SBrkr,0.0,Gd,TA,VinylSd,VinylSd,NA,NA,0,CBlock,2,Typ,528.0,2,TA,RFn,TA,Attchd,1654.0,7.4109518755836366,0,GasA,TA,1.5Fin,2,TA,Lvl,Gtl,8927.0,14.83536536409804,Inside,Reg,0.0,090,RM,0.0,None,NA,0.0,8,Sawyer,0.0,6,6,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,10,2.0,0.0,0.0,1654.0,17.012892128191297,AllPub,0.0,1977,1977,2006,119500.0,11.691071650353702
2489,532353030,1211.0,7.099201743553092,0.0,0.0,NA,2,1Fam,TA,No,0,0,TA,252.0,612.0,0.0,BLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,MnPrv,TA,1,CBlock,1,Min1,576.0,2,TA,Unf,TA,Detchd,1211.0,7.099201743553092,0,GasA,Gd,1Story,1,TA,Lvl,Gtl,9240.0,14.921099383465858,Inside,IR1,0.0,020,RL,0.0,None,NA,0.0,3,Sawyer,0.0,6,5,Y,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,6,1.0,864.0,161.0,2075.0,18.03422605034361,AllPub,161.0,1962,2002,2006,144000.0,11.877568578558138
2490,532353180,1212.0,7.10002716662926,0.0,0.0,NA,3,1Fam,Gd,Av,1,0,Gd,0.0,506.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,Plywood,GdWo,TA,1,CBlock,1,Typ,492.0,2,TA,Unf,TA,Attchd,1212.0,7.10002716662926,0,GasA,TA,SLvl,1,TA,Lvl,Gtl,8471.0,14.705489784926051,Corner,IR1,0.0,080,RL,46.0,BrkFace,NA,0.0,7,Sawyer,12.0,7,6,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,2.0,506.0,304.0,1718.0,17.180668759721403,AllPub,292.0,1977,1995,2006,151000.0,11.925035115797062
2491,532376080,984.0,6.891625897052253,0.0,0.0,NA,3,1Fam,TA,No,0,0,TA,430.0,554.0,0.0,Rec,Unf,Y,RRNe,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,MnPrv,NA,0,CBlock,1,Typ,310.0,1,TA,Unf,TA,Attchd,984.0,6.891625897052253,0,GasA,TA,1Story,1,TA,Lvl,Gtl,9308.0,14.93937913102652,CulDSac,IR1,0.0,020,RL,0.0,None,NA,0.0,7,Sawyer,0.0,5,5,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,1.0,984.0,0.0,1968.0,17.791610961223494,AllPub,0.0,1965,1965,2006,126000.0,11.744037185933616
2492,532376180,909.0,6.812345094177479,0.0,0.0,NA,3,1Fam,TA,No,0,0,TA,450.0,162.0,270.0,BLQ,Rec,Y,RRAe,Norm,SBrkr,0.0,TA,TA,Plywood,Plywood,MnPrv,NA,0,CBlock,1,Typ,294.0,1,TA,Unf,TA,Attchd,909.0,6.812345094177479,0,GasA,TA,1Story,1,TA,Lvl,Gtl,8450.0,14.699358336797127,Inside,Reg,0.0,020,RL,90.0,BrkFace,NA,0.0,11,Sawyer,155.0,6,5,Y,0.0,NA,CompShg,Gable,Normal,COD,0.0,Pave,5,1.0,882.0,155.0,1791.0,17.36604124831538,AllPub,0.0,1968,1968,2006,116000.0,11.661345470088502
2493,532376250,925.0,6.829793737512425,0.0,0.0,NA,2,1Fam,TA,No,1,0,TA,744.0,181.0,0.0,ALQ,Unf,Y,RRAe,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,NA,NA,0,PConc,1,Typ,484.0,2,TA,Unf,TA,Detchd,925.0,6.829793737512425,0,GasA,Gd,1Story,1,TA,Lvl,Gtl,8638.0,14.753768210280054,Inside,IR1,0.0,020,RL,0.0,None,NA,0.0,10,Sawyer,74.0,6,5,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,2.0,925.0,277.0,1850.0,17.511495639520245,AllPub,203.0,1963,1963,2006,133500.0,11.801856756822442
2494,532378050,1024.0,6.931471805599453,0.0,0.0,NA,3,1Fam,TA,No,0,0,TA,312.0,712.0,0.0,Rec,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,MnPrv,NA,0,CBlock,1,Typ,308.0,1,TA,Unf,TA,Attchd,1024.0,6.931471805599453,1,GasA,TA,1Story,1,TA,Lvl,Gtl,13052.0,15.79691106934252,CulDSac,IR1,0.0,020,RL,0.0,None,NA,0.0,1,Sawyer,0.0,6,5,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,1.5,1024.0,0.0,2048.0,17.9739670999407,AllPub,0.0,1965,1965,2006,120875.0,11.702512232755595
2495,532378070,935.0,6.840546529288687,0.0,0.0,NA,3,1Fam,TA,No,1,0,TA,0.0,560.0,375.0,BLQ,LwQ,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,Plywood,MnPrv,NA,0,CBlock,1,Typ,288.0,1,TA,Unf,TA,Attchd,935.0,6.840546529288687,0,GasA,TA,1Story,1,TA,Lvl,Gtl,13526.0,15.889099122485426,CulDSac,IR1,0.0,020,RL,114.0,BrkFace,NA,0.0,11,Sawyer,0.0,6,5,Y,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,5,2.0,935.0,180.0,1870.0,17.559960018616163,AllPub,180.0,1965,1965,2006,137000.0,11.827736204810263
2496,532378130,912.0,6.815639990074331,0.0,0.0,NA,3,1Fam,TA,No,0,0,TA,268.0,644.0,0.0,ALQ,Unf,N,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,GdWo,NA,0,CBlock,1,Typ,0.0,0,NA,NA,NA,NA,912.0,6.815639990074331,0,GasA,TA,1Story,1,TA,Lvl,Gtl,8020.0,14.570694764582859,Inside,IR1,0.0,020,RL,0.0,None,NA,0.0,4,Sawyer,0.0,6,5,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,1.0,912.0,0.0,1824.0,17.44786134364092,AllPub,0.0,1964,1964,2006,124000.0,11.728036844587175
2497,532378160,1236.0,7.119635638017636,0.0,0.0,NA,3,1Fam,TA,No,0,0,TA,447.0,465.0,0.0,BLQ,Unf,Y,Feedr,Norm,SBrkr,0.0,TA,TA,HdBoard,Plywood,NA,TA,1,CBlock,1,Typ,288.0,1,TA,Unf,TA,Attchd,1236.0,7.119635638017636,0,GasA,TA,1Story,1,TA,Lvl,Gtl,6993.0,14.236301853545177,Inside,Reg,0.0,020,RL,0.0,None,NA,0.0,6,Sawyer,0.0,7,5,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,1.0,912.0,0.0,2148.0,18.194064456803297,AllPub,0.0,1961,1994,2006,135000.0,11.813030057420567
2498,532378220,941.0,6.846943139585379,0.0,0.0,NA,3,1Fam,TA,Mn,0,0,TA,253.0,659.0,0.0,Rec,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,VinylSd,VinylSd,NA,Po,1,CBlock,1,Typ,288.0,1,TA,Unf,TA,Attchd,941.0,6.846943139585379,0,GasA,TA,1Story,1,TA,Lvl,Gtl,8789.0,14.796703348783922,Inside,IR1,0.0,020,RL,0.0,None,NA,0.0,6,Sawyer,0.0,6,5,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,1.0,912.0,64.0,1853.0,17.518791933935248,AllPub,64.0,1967,1967,2006,129200.0,11.769116870330638
2499,532476050,2151.0,7.67368812926773,495.0,0.0,NA,3,1Fam,TA,Gd,1,2,Gd,228.0,1023.0,497.0,ALQ,BLQ,Y,Norm,Norm,SBrkr,0.0,Fa,Gd,WdShing,Wd Sdng,GdPrv,TA,4,CBlock,2,Mod,550.0,2,TA,RFn,TA,Attchd,2646.0,7.880804344674901,0,GasA,Gd,SLvl,1,Gd,Low,Gtl,14330.0,16.039019032720553,Corner,IR1,0.0,080,RL,145.0,BrkFace,NA,0.0,1,Veenker,100.0,4,7,Y,800.0,Gd,CompShg,Gable,Normal,WD,0.0,Pave,9,4.0,1748.0,741.0,4394.0,21.76344497666476,AllPub,641.0,1974,1974,2006,260000.0,12.468436909997665
2500,533110130,1301.0,7.170888478512505,1116.0,0.0,NA,4,1Fam,TA,No,0,0,Gd,1288.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,HdBoard,HdBoard,NA,TA,1,CBlock,2,Typ,462.0,2,TA,Unf,TA,Attchd,2417.0,7.790282380703483,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,16059.0,16.33733633322294,Corner,Reg,0.0,060,RL,284.0,BrkFace,NA,0.0,4,NoRidge,82.0,5,8,Y,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,9,2.5,1288.0,209.0,3705.0,20.865903131677335,AllPub,127.0,1991,1992,2006,260000.0,12.468436909997665
2501,533125120,1520.0,7.326465613840322,1306.0,0.0,NA,3,1Fam,TA,Gd,1,0,Ex,216.0,1118.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,186.0,TA,Gd,HdBoard,ImStucc,NA,TA,3,PConc,2,Typ,888.0,3,TA,RFn,TA,Attchd,2826.0,7.946617563244473,1,GasA,Ex,2Story,1,Gd,HLS,Mod,11025.0,15.36517481635736,Inside,Reg,0.0,060,RL,692.0,BrkFace,NA,0.0,10,NoRidge,208.0,5,8,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,9,3.5,1334.0,571.0,4160.0,21.472116807053716,AllPub,177.0,1992,1993,2006,334000.0,12.718896271958837
2502,533127080,1352.0,7.20934025660291,1168.0,0.0,NA,5,1Fam,Gd,No,1,0,Gd,326.0,1012.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,Gd,Gd,MetalSd,MetalSd,NA,TA,1,PConc,2,Typ,796.0,3,TA,RFn,TA,Attchd,2520.0,7.832014180505469,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,14541.0,16.07710810707775,Corner,IR1,0.0,060,RL,0.0,None,NA,0.0,11,NoRidge,55.0,7,8,Y,0.0,NA,CompShg,Gable,Abnorml,WD,0.0,Pave,10,3.5,1338.0,264.0,3858.0,21.076088660244164,AllPub,209.0,1993,1993,2006,310000.0,12.644327576461329
2503,533128030,1166.0,7.061334366910438,1129.0,0.0,NA,4,1Fam,TA,No,1,0,Gd,367.0,728.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,HdBoard,HdBoard,NA,TA,1,PConc,2,Typ,590.0,2,TA,RFn,TA,Attchd,2295.0,7.738488122494646,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,13346.0,15.854438603351214,CulDSac,IR1,0.0,060,RL,0.0,None,NA,0.0,7,NoRidge,40.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,9,3.5,1095.0,40.0,3390.0,20.41030886492286,AllPub,0.0,1992,2000,2006,268000.0,12.498742259492994
2504,533128090,1624.0,7.392647520721623,0.0,0.0,NA,2,1Fam,TA,No,1,0,Gd,168.0,1456.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,192.0,TA,Gd,ImStucc,ImStucc,GdPrv,Fa,1,PConc,2,Typ,757.0,3,TA,RFn,TA,Attchd,1624.0,7.392647520721623,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,12461.0,15.67765086937789,Corner,Reg,0.0,020,RL,0.0,None,NA,0.0,7,NoRidge,114.0,5,8,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,3.0,1624.0,306.0,3248.0,20.193772795493565,AllPub,0.0,1994,1995,2006,262000.0,12.476099782743233
2505,533206040,1143.0,7.04141166379481,0.0,0.0,Pave,1,TwnhsE,TA,No,0,0,Gd,1143.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,MetalSd,MetalSd,NA,Gd,1,PConc,1,Typ,588.0,2,TA,RFn,TA,Attchd,1143.0,7.04141166379481,1,GasA,Ex,1Story,1,Gd,Lvl,Gtl,3628.0,12.696909596989876,Inside,Reg,0.0,120,FV,0.0,None,NA,0.0,5,Somerst,191.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,1.5,1143.0,191.0,2286.0,18.4847125882445,AllPub,0.0,2004,2004,2006,176400.0,12.080509422554828
2506,533208050,1247.0,7.1284959456800365,0.0,0.0,Pave,1,TwnhsE,TA,No,1,0,Gd,208.0,1039.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,MetalSd,MetalSd,NA,Gd,1,PConc,1,Typ,550.0,2,TA,Fin,TA,Attchd,1247.0,7.1284959456800365,1,GasA,Ex,1Story,1,Gd,Lvl,Gtl,3316.0,12.493728670859635,Inside,IR1,0.0,120,FV,0.0,None,NA,0.0,4,Somerst,84.0,5,8,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,4,2.5,1247.0,84.0,2494.0,18.897325231681208,AllPub,0.0,2005,2005,2006,197000.0,12.190959007720126
2507,533212100,520.0,6.253828811575473,600.0,0.0,Pave,2,TwnhsE,TA,No,0,0,Gd,600.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,MetalSd,MetalSd,NA,NA,0,PConc,2,Typ,480.0,2,TA,RFn,TA,Detchd,1200.0,7.090076835776092,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,3180.0,12.399726311986615,Inside,Reg,80.0,160,FV,0.0,None,NA,0.0,6,Somerst,166.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,4,2.5,600.0,166.0,1800.0,17.388474634702153,AllPub,0.0,2005,2005,2006,151000.0,11.925035115797062
2508,533212110,520.0,6.253828811575473,623.0,0.0,Pave,2,TwnhsI,TA,No,0,0,Gd,600.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,MetalSd,MetalSd,NA,NA,0,PConc,2,Typ,480.0,2,TA,RFn,TA,Detchd,1223.0,7.109062135687172,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,2544.0,11.905426366884955,Inside,Reg,80.0,160,FV,0.0,None,NA,0.0,7,Somerst,166.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,4,2.5,600.0,166.0,1823.0,17.44539941537993,AllPub,0.0,2005,2005,2006,147400.0,11.900905258737373
2509,533212120,520.0,6.253828811575473,623.0,0.0,Pave,2,TwnhsI,TA,No,0,0,Gd,600.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,MetalSd,MetalSd,NA,NA,0,PConc,2,Typ,480.0,2,TA,RFn,TA,Detchd,1223.0,7.109062135687172,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,2544.0,11.905426366884955,Inside,Reg,80.0,160,FV,0.0,None,NA,0.0,7,Somerst,166.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,4,2.5,600.0,166.0,1823.0,17.44539941537993,AllPub,0.0,2005,2005,2006,149900.0,11.917723684090689
2510,533212130,520.0,6.253828811575473,600.0,0.0,Pave,2,TwnhsE,TA,No,0,0,Gd,600.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,MetalSd,MetalSd,NA,NA,0,PConc,2,Typ,480.0,2,TA,RFn,TA,Detchd,1200.0,7.090076835776092,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,3180.0,12.399726311986615,Inside,Reg,80.0,160,FV,0.0,None,NA,0.0,4,Somerst,166.0,5,7,Y,0.0,NA,CompShg,Gable,Abnorml,WD,0.0,Pave,4,2.5,600.0,166.0,1800.0,17.388474634702153,AllPub,0.0,2005,2005,2006,144152.0,11.87862357740665
2511,533221080,768.0,6.643789733147672,756.0,0.0,NA,2,TwnhsE,TA,No,0,0,Gd,403.0,353.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,MetalSd,MetalSd,NA,NA,0,PConc,2,Typ,440.0,2,TA,Unf,TA,Detchd,1524.0,7.329093736246592,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,2998.0,12.268099995547832,Inside,Reg,0.0,160,FV,513.0,BrkFace,NA,0.0,6,Somerst,32.0,5,6,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,4,2.5,756.0,32.0,2280.0,18.47237169199563,AllPub,0.0,2000,2000,2006,166000.0,12.01974306733868
2512,533223010,713.0,6.569481420414296,739.0,0.0,NA,3,TwnhsE,TA,No,1,0,Gd,241.0,450.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,MetalSd,MetalSd,NA,NA,0,PConc,2,Typ,506.0,2,TA,Unf,TA,Detchd,1452.0,7.280697195384741,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,3735.0,12.76297705457718,FR3,Reg,0.0,160,FV,218.0,BrkFace,NA,0.0,3,Somerst,34.0,5,7,Y,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,6,3.5,691.0,34.0,2143.0,18.183256407161224,AllPub,0.0,1999,1999,2006,183900.0,12.122147410592412
2513,533223080,673.0,6.511745329644728,709.0,0.0,NA,3,TwnhsI,TA,No,1,0,Gd,32.0,641.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,MetalSd,MetalSd,NA,NA,0,PConc,2,Typ,490.0,2,TA,Unf,TA,Detchd,1382.0,7.231287004327616,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,2651.0,11.995861315159656,FR2,Reg,0.0,160,FV,0.0,None,NA,0.0,4,Somerst,50.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,3.5,673.0,203.0,2055.0,17.98965053270245,AllPub,153.0,2000,2000,2006,165000.0,12.013700752882718
2514,533223110,530.0,6.272877006546167,550.0,0.0,NA,2,TwnhsE,TA,No,0,0,Gd,530.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,496.0,2,TA,RFn,TA,Attchd,1080.0,6.984716320118266,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,4447.0,13.163635000351647,FR2,IR1,0.0,160,FV,0.0,None,NA,0.0,7,Somerst,50.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,4,2.5,530.0,50.0,1610.0,16.894507450725435,AllPub,0.0,2003,2003,2006,139000.0,11.842229212112828
2515,533241010,854.0,6.74993119378857,840.0,0.0,Pave,3,1Fam,TA,No,0,0,Gd,569.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,Wd Sdng,Wd Sdng,GdPrv,TA,1,PConc,2,Typ,434.0,1,TA,Unf,TA,BuiltIn,1694.0,7.434847875211999,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,8314.0,14.659314640040417,Corner,IR1,0.0,060,FV,0.0,None,NA,0.0,11,Somerst,382.0,5,7,Y,0.0,NA,CompShg,Hip,Normal,WD,110.0,Pave,6,2.5,569.0,492.0,2263.0,18.43726416908129,AllPub,0.0,1997,1998,2006,200000.0,12.206072645530174
2516,533242030,1568.0,7.357556200910353,0.0,0.0,Pave,3,1Fam,TA,No,0,0,Gd,1568.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,CemntBd,CemntBd,NA,TA,1,PConc,2,Typ,564.0,2,TA,RFn,TA,Attchd,1568.0,7.357556200910353,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,7180.0,14.300345277551001,Inside,IR1,0.0,020,FV,0.0,None,NA,0.0,9,Somerst,266.0,5,8,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,2.0,1568.0,266.0,3136.0,20.017575271408436,AllPub,0.0,2001,2002,2006,221000.0,12.30591798049989
2517,533250130,1494.0,7.309212365692763,0.0,0.0,NA,2,TwnhsE,Gd,Av,1,0,Gd,0.0,437.0,1057.0,LwQ,GLQ,Y,Norm,Norm,SBrkr,0.0,Gd,Gd,BrkFace,BrkFace,NA,Gd,1,PConc,1,Typ,481.0,2,TA,Fin,TA,Attchd,1494.0,7.309212365692763,1,GasA,Ex,1Story,1,Ex,Lvl,Gtl,9549.0,15.003211199239983,CulDSac,IR1,0.0,120,RL,0.0,None,NA,0.0,4,Veenker,30.0,5,8,Y,0.0,NA,CompShg,Hip,Normal,WD,216.0,Pave,6,2.5,1494.0,246.0,2988.0,19.77685178908618,AllPub,0.0,1995,1996,2006,270000.0,12.506177237980511
2518,533252020,1208.0,7.0967213784947605,0.0,0.0,NA,3,1Fam,TA,No,1,0,Gd,441.0,767.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,Plywood,Plywood,NA,TA,1,CBlock,1,Typ,546.0,2,TA,RFn,TA,Attchd,1208.0,7.0967213784947605,1,GasA,TA,1Story,1,TA,Lvl,Gtl,11250.0,15.416471135423517,Inside,IR1,0.0,020,RL,0.0,None,NA,0.0,6,Veenker,42.0,6,6,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,2.5,1208.0,240.0,2416.0,18.745941323740713,AllPub,198.0,1977,1977,2006,165000.0,12.013700752882718
2519,533253030,1235.0,7.118826249062078,0.0,0.0,NA,1,TwnhsI,TA,Gd,1,0,Gd,44.0,1009.0,182.0,GLQ,LwQ,Y,Norm,Norm,SBrkr,0.0,TA,Gd,Wd Sdng,Wd Sdng,NA,TA,3,CBlock,1,Typ,484.0,2,TA,Fin,TA,Attchd,1235.0,7.118826249062078,0,GasA,Gd,1Story,1,TA,Lvl,Gtl,3760.0,12.778167618913962,CulDSac,IR1,0.0,120,RL,0.0,None,NA,0.0,5,Greens,78.0,5,8,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,4,2.0,1235.0,211.0,2470.0,18.85115391533967,AllPub,133.0,1980,1980,2006,214000.0,12.273731294003989
2520,533253050,1036.0,6.943122422819428,0.0,0.0,NA,1,TwnhsI,TA,Gd,1,0,Gd,176.0,860.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,Wd Sdng,Wd Sdng,NA,TA,1,CBlock,1,Typ,484.0,2,TA,Fin,TA,Detchd,1036.0,6.943122422819428,0,GasA,TA,1Story,1,Gd,Lvl,Gtl,3640.0,12.704405693214373,CulDSac,IR1,0.0,120,RL,0.0,None,NA,0.0,9,Greens,108.0,5,8,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,4,2.0,1036.0,241.0,2072.0,18.027561696045062,AllPub,133.0,1980,1980,2006,188000.0,12.144197241812087
