Order,PID,1st Flr SF,2nd Flr SF,3Ssn Porch,Alley,Bedroom AbvGr,Bldg Type,Bsmt Cond,Bsmt Exposure,Bsmt Full Bath,Bsmt Half Bath,Bsmt Qual,Bsmt Unf SF,BsmtFin SF 1,BsmtFin SF 2,BsmtFin Type 1,BsmtFin Type 2,Central Air,Condition 1,Condition 2,Electrical,Enclosed Porch,Exter Cond,Exter Qual,Exterior 1st,Exterior 2nd,Fence,Fireplace Qu,Fireplaces,Foundation,Full Bath,Functional,Garage Area,Garage Cars,Garage Cond,Garage Finish,Garage Qual,Garage Type,Gr Liv Area,Half Bath,Heating,Heating QC,House Style,Kitchen AbvGr,Kitchen Qual,Land Contour,Land Slope,Lot Area,Lot Config,Lot Shape,Low Qual Fin SF,MS SubClass,MS Zoning,Mas Vnr Area,Mas Vnr Type,Misc Feature,Misc Val,Mo Sold,Neighborhood,Open Porch SF,Overall Cond,Overall Qual,Paved Drive,Pool Area,Pool QC,Roof Matl,Roof Style,Sale Condition,Sale Type,Screen Porch,Street,TotRms AbvGrd,Total Bsmt SF,Utilities,Wood Deck SF,Year Built,Year Remod/Add,Yr Sold,SalePrice
2758,906392090,1846.0,0.0,0,NA,3,1Fam,TA,No,1,0,Gd,260.0,1576.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,2,Typ,495.0,2,TA,RFn,TA,Attchd,1846.0,0,GasA,Gd,1Story,1,Gd,Lvl,Gtl,13377.0,Corner,Reg,0.0,020,RL,0.0,None,NA,0.0,7,CollgCr,32.0,5,6,Y,0.0,NA,CompShg,Hip,Partial,New,0.0,Pave,7,1836.0,AllPub,0.0,2006,2006,2006,233555
2759,906392100,1734.0,0.0,0,NA,3,1Fam,TA,Av,1,0,Gd,434.0,1300.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,660.0,2,TA,Fin,TA,Attchd,1734.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,11645.0,Inside,Reg,0.0,020,RL,0.0,None,NA,0.0,1,CollgCr,24.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,1734.0,AllPub,160.0,2005,2005,2006,260000
2760,906392120,1590.0,0.0,0,NA,2,1Fam,TA,Gd,1,0,Ex,448.0,1122.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,754.0,3,TA,Fin,TA,Attchd,1590.0,1,GasA,Ex,1Story,1,Ex,Lvl,Gtl,11645.0,Inside,Reg,0.0,020,RL,198.0,BrkFace,NA,0.0,8,CollgCr,80.0,5,8,Y,0.0,NA,CompShg,Hip,Partial,New,0.0,Pave,6,1570.0,AllPub,176.0,2005,2006,2006,294900
2761,906394010,945.0,864.0,0,NA,3,1Fam,TA,Gd,0,0,Gd,945.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,638.0,2,TA,RFn,TA,Attchd,1809.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,10984.0,Corner,IR1,0.0,060,RL,0.0,None,NA,0.0,5,CollgCr,54.0,5,7,Y,0.0,NA,CompShg,Gable,Partial,New,0.0,Pave,8,945.0,AllPub,144.0,2005,2006,2006,209700
2762,906394040,1614.0,0.0,0,NA,3,1Fam,TA,Gd,0,0,Gd,1558.0,56.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,2,Typ,576.0,2,TA,Fin,TA,Attchd,1614.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,9316.0,Inside,Reg,0.0,020,RL,140.0,BrkFace,NA,0.0,3,CollgCr,45.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,1614.0,AllPub,100.0,2005,2005,2006,225000
2763,906394060,784.0,812.0,0,NA,3,1Fam,TA,Av,0,0,Gd,784.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,610.0,2,TA,RFn,TA,Attchd,1596.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9316.0,Inside,IR1,0.0,060,RL,532.0,BrkFace,NA,0.0,6,CollgCr,45.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,784.0,AllPub,144.0,2005,2005,2006,181000
2764,906420020,927.0,988.0,0,NA,3,1Fam,TA,Mn,1,0,Gd,119.0,789.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,HdBoard,HdBoard,NA,TA,1,PConc,2,Typ,506.0,2,TA,Fin,TA,Attchd,1915.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,10041.0,Inside,IR1,0.0,060,RL,0.0,None,NA,0.0,2,SawyerW,150.0,5,8,Y,0.0,NA,CompShg,Gable,Abnorml,WD,0.0,Pave,8,908.0,AllPub,120.0,1992,1992,2006,220000
2765,906426090,1582.0,0.0,0,NA,4,1Fam,TA,Av,0,1,TA,812.0,812.0,0.0,Rec,Unf,Y,Norm,Norm,SBrkr,0.0,Gd,TA,Wd Sdng,Wd Sdng,NA,NA,0,CBlock,2,Typ,390.0,2,TA,Unf,TA,Attchd,1582.0,0,GasA,Fa,1Story,1,TA,Low,Mod,36500.0,Inside,IR1,0.0,020,RL,621.0,BrkCmn,NA,0.0,6,ClearCr,198.0,5,5,N,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,1624.0,AllPub,168.0,1964,1964,2006,190000
2766,906475050,988.0,0.0,130,NA,1,1Fam,TA,Gd,1,0,TA,0.0,938.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,Plywood,Plywood,NA,TA,2,CBlock,1,Typ,540.0,2,TA,Unf,TA,Attchd,988.0,0,GasA,Ex,SLvl,1,TA,Low,Sev,21453.0,CulDSac,IR1,0.0,080,RL,0.0,None,NA,0.0,10,ClearCr,130.0,5,6,Y,0.0,NA,Metal,Flat,Normal,WD,0.0,Pave,4,938.0,AllPub,0.0,1969,1969,2006,180000
2767,906475200,1533.0,0.0,0,NA,2,1Fam,TA,Gd,1,0,Gd,878.0,655.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,Plywood,Plywood,NA,TA,2,CBlock,2,Typ,576.0,2,TA,Unf,TA,Attchd,1533.0,0,GasA,TA,1Story,1,Gd,Low,Mod,70761.0,Inside,IR1,0.0,020,RL,0.0,None,NA,0.0,12,ClearCr,54.0,5,7,Y,0.0,NA,WdShngl,Gable,Normal,WD,0.0,Pave,5,1533.0,AllPub,200.0,1975,1975,2006,280000
2768,906476140,1388.0,0.0,0,NA,3,1Fam,Fa,No,1,0,Gd,535.0,853.0,0.0,LwQ,Unf,Y,Norm,Norm,SBrkr,0.0,Fa,TA,Plywood,Plywood,NA,Po,1,CBlock,2,Typ,522.0,2,TA,RFn,TA,Attchd,1388.0,0,GasA,Gd,1Story,1,TA,Lvl,Gtl,12000.0,Inside,Reg,0.0,020,RL,0.0,None,NA,0.0,7,ClearCr,58.0,5,6,Y,0.0,NA,CompShg,Gable,Abnorml,COD,0.0,Pave,6,1388.0,AllPub,0.0,1968,1968,2006,158900
2769,907125020,914.0,0.0,0,NA,2,1Fam,TA,Av,0,0,Gd,572.0,298.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,1,Typ,576.0,2,TA,Unf,TA,Detchd,914.0,0,GasA,Ex,SFoyer,1,TA,Lvl,Gtl,8846.0,CulDSac,IR1,0.0,085,RL,0.0,None,NA,0.0,7,CollgCr,0.0,5,5,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,870.0,AllPub,0.0,1996,1996,2006,148000
2770,907125080,1100.0,0.0,0,NA,3,1Fam,TA,No,0,0,Gd,1100.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,Gd,TA,VinylSd,VinylSd,NA,NA,0,PConc,1,Typ,462.0,2,TA,RFn,TA,Attchd,1100.0,1,GasA,Ex,1Story,1,TA,Lvl,Gtl,13015.0,Corner,Reg,0.0,020,RL,0.0,None,NA,0.0,6,CollgCr,0.0,6,5,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,1100.0,AllPub,0.0,1996,1996,2006,145000
2771,907130110,795.0,704.0,0,NA,3,1Fam,TA,No,0,0,Gd,781.0,0.0,0.0,Unf,Unf,Y,PosN,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,TA,1,PConc,2,Typ,473.0,2,TA,RFn,TA,Attchd,1499.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,12438.0,Inside,IR1,0.0,060,RL,68.0,BrkFace,NA,0.0,8,CollgCr,91.0,5,6,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,781.0,AllPub,413.0,1995,1995,2006,187000
2772,907131070,1425.0,0.0,0,NA,3,1Fam,TA,Mn,1,0,Gd,579.0,846.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,591.0,2,TA,RFn,TA,Attchd,1425.0,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,8685.0,CulDSac,IR1,0.0,020,RL,0.0,None,NA,0.0,5,CollgCr,130.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,1425.0,AllPub,0.0,1998,1998,2006,193000
2773,907135230,990.0,0.0,0,NA,3,1Fam,TA,No,0,1,Gd,274.0,716.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,VinylSd,VinylSd,NA,NA,0,PConc,1,Typ,576.0,2,TA,Unf,TA,Attchd,990.0,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,13568.0,CulDSac,IR2,0.0,020,RL,0.0,None,NA,0.0,7,CollgCr,0.0,5,5,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,990.0,AllPub,224.0,1995,1995,2006,156000
2774,907175030,1525.0,0.0,0,NA,3,1Fam,TA,Av,1,0,Gd,125.0,1400.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,541.0,2,TA,RFn,TA,Attchd,1525.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,9100.0,Inside,Reg,0.0,020,RL,244.0,BrkFace,NA,0.0,9,CollgCr,36.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,1525.0,AllPub,219.0,2000,2000,2006,235000
2775,907175060,1494.0,0.0,0,NA,3,1Fam,TA,Gd,1,0,Gd,279.0,1200.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,Gd,TA,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,576.0,2,TA,RFn,TA,Attchd,1494.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,9236.0,Inside,IR1,0.0,020,RL,0.0,None,NA,0.0,7,CollgCr,27.0,5,6,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,1479.0,AllPub,168.0,1997,1997,2006,217000
2776,907180120,1588.0,0.0,0,NA,3,1Fam,TA,Av,0,0,Gd,426.0,1162.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,472.0,2,TA,RFn,TA,Attchd,1588.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,10264.0,Inside,IR1,0.0,020,RL,183.0,BrkFace,NA,0.0,8,CollgCr,29.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,1588.0,AllPub,158.0,1999,1999,2006,214000
2777,907181090,856.0,893.0,0,NA,3,1Fam,TA,No,0,0,Gd,342.0,500.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,515.0,2,TA,RFn,TA,Attchd,1749.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9272.0,Inside,IR1,0.0,060,RL,0.0,None,NA,0.0,6,CollgCr,85.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,842.0,AllPub,140.0,1999,1999,2006,196000
2778,907187010,951.0,828.0,0,NA,3,1Fam,TA,Mn,1,0,Gd,57.0,894.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,TA,1,PConc,2,Typ,586.0,2,TA,Fin,TA,Attchd,1779.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,13426.0,Corner,IR1,0.0,060,RL,0.0,None,NA,0.0,9,CollgCr,107.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,951.0,AllPub,208.0,1999,2000,2006,217000
2779,907192010,920.0,941.0,0,NA,3,1Fam,TA,No,1,0,Gd,216.0,700.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,492.0,2,TA,RFn,TA,BuiltIn,1861.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,13450.0,Corner,IR1,0.0,060,RL,0.0,None,NA,0.0,6,CollgCr,91.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,8,916.0,AllPub,146.0,2002,2002,2006,200000
2781,907196020,1541.0,0.0,0,NA,3,1Fam,TA,No,0,0,Gd,1541.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,TA,1,PConc,2,Typ,843.0,3,TA,RFn,TA,Attchd,1541.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,13704.0,Corner,IR1,0.0,020,RL,150.0,BrkFace,NA,0.0,1,CollgCr,81.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,1541.0,AllPub,468.0,2001,2002,2006,205000
2782,907200170,954.0,0.0,0,NA,3,1Fam,TA,Av,0,0,TA,428.0,483.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,MetalSd,MetalSd,NA,NA,0,CBlock,1,Typ,576.0,2,TA,Unf,TA,Detchd,954.0,0,GasA,Gd,SLvl,1,TA,Lvl,Gtl,10780.0,Inside,IR1,0.0,080,RL,0.0,None,NA,0.0,7,CollgCr,0.0,5,5,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,911.0,AllPub,0.0,1976,1976,2006,132500
2783,907201160,686.0,702.0,0,NA,3,1Fam,TA,Av,0,0,Gd,166.0,509.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,Plywood,NA,NA,0,CBlock,1,Typ,317.0,1,TA,Unf,TA,Attchd,1388.0,1,GasA,TA,2Story,1,TA,Lvl,Gtl,8340.0,Inside,IR1,0.0,060,RL,62.0,BrkFace,NA,0.0,12,CollgCr,36.0,6,6,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,675.0,AllPub,406.0,1977,1977,2006,157500
2784,907201230,1282.0,0.0,0,NA,3,1Fam,Gd,Av,0,1,TA,0.0,595.0,400.0,ALQ,LwQ,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,NA,NA,0,CBlock,2,Typ,672.0,3,TA,Unf,Fa,Detchd,1282.0,0,GasA,TA,SLvl,1,TA,Lvl,Gtl,10385.0,CulDSac,IR1,0.0,080,RL,123.0,BrkFace,NA,0.0,4,CollgCr,0.0,6,6,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,995.0,AllPub,386.0,1978,1978,2006,174000
2785,907202140,971.0,0.0,0,NA,3,1Fam,TA,Gd,0,0,Gd,448.0,523.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,Plywood,NA,Po,1,CBlock,1,Typ,300.0,1,TA,Unf,TA,Attchd,971.0,1,GasA,TA,1Story,1,TA,Lvl,Gtl,9920.0,Inside,IR1,0.0,020,RL,0.0,None,NA,0.0,5,CollgCr,0.0,6,5,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,971.0,AllPub,0.0,1969,1969,2006,128500
2786,907203010,864.0,0.0,0,NA,3,1Fam,TA,Mn,0,0,TA,504.0,360.0,0.0,Rec,Unf,Y,Norm,Norm,SBrkr,0.0,Gd,TA,MetalSd,MetalSd,NA,NA,0,CBlock,1,Typ,288.0,1,TA,RFn,TA,Attchd,864.0,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,9560.0,Corner,IR1,0.0,020,RL,0.0,None,NA,0.0,6,CollgCr,0.0,7,5,Y,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,5,864.0,AllPub,0.0,1972,1972,2006,128500
2787,907203040,894.0,0.0,0,NA,3,1Fam,TA,No,1,0,TA,0.0,894.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,VinylSd,VinylSd,GdWo,NA,0,PConc,1,Typ,552.0,2,TA,Unf,TA,Attchd,894.0,0,GasA,TA,1Story,1,TA,Lvl,Gtl,9800.0,Corner,Reg,0.0,020,RL,0.0,None,NA,0.0,7,CollgCr,0.0,7,5,Y,0.0,NA,CompShg,Gable,Abnorml,WD,0.0,Pave,5,894.0,AllPub,256.0,1972,1972,2006,149900
2788,907227090,864.0,0.0,0,NA,3,1Fam,TA,No,0,0,TA,427.0,437.0,0.0,BLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,VinylSd,VinylSd,MnPrv,NA,0,CBlock,1,Typ,297.0,1,TA,Unf,TA,Detchd,864.0,0,GasA,Ex,1Story,1,TA,Low,Gtl,7200.0,Inside,Reg,0.0,020,RL,0.0,None,NA,0.0,3,CollgCr,0.0,8,5,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,864.0,AllPub,0.0,1972,1972,2006,119900
2789,907230240,630.0,690.0,0,NA,3,TwnhsI,TA,No,0,0,Gd,292.0,338.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,VinylSd,VinylSd,MnPrv,NA,0,PConc,2,Typ,484.0,2,TA,Unf,TA,Detchd,1320.0,1,GasA,Ex,2Story,1,TA,Lvl,Gtl,3612.0,Inside,IR1,0.0,160,RH,0.0,None,NA,0.0,6,Landmrk,48.0,5,6,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,630.0,AllPub,0.0,1993,1994,2006,137000
2790,907251100,1091.0,898.0,0,NA,3,1Fam,TA,Mn,1,0,Gd,133.0,932.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,2,Typ,586.0,2,TA,Fin,TA,Attchd,1989.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,11367.0,Corner,Reg,0.0,060,RL,210.0,BrkFace,NA,0.0,11,CollgCr,60.0,5,8,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,1065.0,AllPub,199.0,2002,2002,2006,255000
2791,907252050,878.0,884.0,0,NA,3,1Fam,TA,No,0,0,Gd,370.0,456.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,591.0,2,TA,Fin,TA,Attchd,1762.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9930.0,Inside,IR1,0.0,060,RL,199.0,BrkFace,NA,0.0,7,CollgCr,54.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,826.0,AllPub,320.0,2002,2002,2006,222000
2792,907254050,840.0,915.0,0,NA,3,1Fam,TA,Mn,1,0,Gd,201.0,639.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,VinylSd,VinylSd,NA,TA,1,PConc,2,Typ,530.0,2,TA,RFn,TA,Attchd,1755.0,1,GasA,Ex,2Story,1,TA,Lvl,Gtl,9468.0,CulDSac,IR2,0.0,060,RL,148.0,BrkFace,NA,0.0,8,CollgCr,73.0,5,6,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,840.0,AllPub,176.0,1999,1999,2006,214000
2793,907255010,1358.0,0.0,0,NA,1,1Fam,TA,No,1,0,Gd,476.0,872.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,Stucco,Stucco,NA,TA,1,PConc,1,Typ,418.0,2,TA,Unf,TA,Attchd,1358.0,1,GasA,Ex,1Story,1,Gd,Lvl,Gtl,11088.0,Corner,Reg,0.0,020,RL,0.0,None,NA,0.0,6,CollgCr,166.0,5,8,Y,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,5,1348.0,AllPub,68.0,2002,2002,2006,220000
2794,907255050,1787.0,0.0,0,NA,3,1Fam,TA,Gd,0,0,Gd,1753.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,TA,1,PConc,2,Typ,748.0,3,TA,RFn,TA,Attchd,1787.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,14781.0,CulDSac,IR2,0.0,020,RL,178.0,BrkFace,NA,0.0,8,CollgCr,150.0,5,8,Y,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,7,1753.0,AllPub,198.0,2001,2002,2006,275000
2795,907262080,872.0,1037.0,0,NA,4,1Fam,TA,No,0,0,Gd,872.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,529.0,2,TA,RFn,TA,BuiltIn,1909.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,8726.0,Inside,Reg,0.0,060,RL,0.0,None,NA,0.0,9,CollgCr,108.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,8,872.0,AllPub,0.0,2002,2002,2006,197000
2796,907265030,1654.0,0.0,0,NA,3,1Fam,TA,No,1,0,Gd,668.0,986.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,900.0,3,TA,Unf,TA,Attchd,1654.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,8125.0,Inside,Reg,0.0,020,RL,295.0,Stone,NA,0.0,2,CollgCr,136.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,1654.0,AllPub,0.0,2002,2002,2006,230000
2797,907270050,1090.0,1124.0,0,NA,3,1Fam,TA,Av,1,0,Gd,170.0,920.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,TA,1,PConc,2,Typ,646.0,3,TA,Fin,TA,Attchd,2214.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,10566.0,Inside,IR1,0.0,060,RL,261.0,BrkFace,NA,0.0,7,CollgCr,80.0,5,8,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,8,1090.0,AllPub,197.0,1999,1999,2006,268500
2798,907275030,1065.0,984.0,0,NA,4,1Fam,TA,No,0,0,Gd,1065.0,0.0,0.0,Unf,Unf,Y,Feedr,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,TA,1,PConc,2,Typ,467.0,2,TA,Unf,TA,Attchd,2049.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,21533.0,FR2,IR2,0.0,060,RL,0.0,None,NA,0.0,8,CollgCr,48.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,9,1065.0,AllPub,120.0,1996,1997,2006,210900
2799,907285010,1070.0,869.0,0,NA,3,1Fam,TA,Mn,0,1,Gd,258.0,796.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,VinylSd,VinylSd,NA,TA,1,PConc,2,Typ,555.0,3,TA,RFn,TA,Attchd,1939.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,11250.0,Corner,IR1,0.0,060,RL,227.0,BrkFace,NA,0.0,5,CollgCr,84.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,8,1054.0,AllPub,128.0,1998,1998,2006,227000
2800,907285100,950.0,1045.0,0,NA,4,1Fam,Gd,Av,1,0,Gd,245.0,685.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,Gd,Gd,VinylSd,VinylSd,NA,TA,1,PConc,2,Typ,610.0,2,TA,RFn,TA,Attchd,1995.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,11250.0,Corner,Reg,0.0,060,RL,0.0,None,NA,0.0,7,CollgCr,170.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,8,930.0,AllPub,275.0,1995,1996,2006,237000
2801,907290020,1108.0,989.0,0,NA,3,1Fam,TA,Av,1,0,Gd,133.0,975.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,VinylSd,VinylSd,NA,TA,1,PConc,2,Typ,583.0,2,TA,RFn,TA,Detchd,2097.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9750.0,Corner,Reg,0.0,060,RL,0.0,None,NA,0.0,6,CollgCr,170.0,6,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,8,1108.0,AllPub,253.0,1998,1998,2006,274300
2802,907290080,1836.0,0.0,0,NA,3,1Fam,TA,No,0,0,Gd,1836.0,24.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,2,Typ,484.0,2,TA,Fin,TA,Attchd,1836.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,9100.0,Inside,Reg,0.0,020,RL,0.0,None,NA,0.0,10,CollgCr,33.0,5,7,Y,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,8,1860.0,AllPub,120.0,2004,2005,2006,216837
2803,907290160,848.0,0.0,0,NA,1,TwnhsE,TA,Av,1,0,Gd,131.0,717.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,1,Typ,420.0,2,TA,Fin,TA,Attchd,848.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,4435.0,Inside,Reg,0.0,120,RM,170.0,BrkFace,NA,0.0,4,CollgCr,0.0,5,6,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,4,848.0,AllPub,140.0,2003,2003,2006,133000
2804,907290230,848.0,0.0,0,NA,1,TwnhsE,TA,Mn,1,0,Gd,186.0,662.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,1,Typ,420.0,2,TA,RFn,TA,Attchd,848.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,4435.0,Inside,Reg,0.0,120,RM,169.0,BrkFace,NA,0.0,5,CollgCr,0.0,5,6,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,3,848.0,AllPub,140.0,2004,2004,2006,155900
