Order,PID,1st Flr SF,2nd Flr SF,3Ssn Porch,Alley,Bedroom AbvGr,Bldg Type,Bsmt Cond,Bsmt Exposure,Bsmt Full Bath,Bsmt Half Bath,Bsmt Qual,Bsmt Unf SF,BsmtFin SF 1,BsmtFin SF 2,BsmtFin Type 1,BsmtFin Type 2,Central Air,Condition 1,Condition 2,Electrical,Enclosed Porch,Exter Cond,Exter Qual,Exterior 1st,Exterior 2nd,Fence,Fireplace Qu,Fireplaces,Foundation,Full Bath,Functional,Garage Area,Garage Cars,Garage Cond,Garage Finish,Garage Qual,Garage Type,Gr Liv Area,Half Bath,Heating,Heating QC,House Style,Kitchen AbvGr,Kitchen Qual,Land Contour,Land Slope,Lot Area,Lot Config,Lot Shape,Low Qual Fin SF,MS SubClass,MS Zoning,Mas Vnr Area,Mas Vnr Type,Misc Feature,Misc Val,Mo Sold,Mo Sold (box-cox-1.0),Neighborhood,Open Porch SF,Overall Cond,Overall Qual,Paved Drive,Pool Area,Pool QC,Roof Matl,Roof Style,Sale Condition,Sale Type,Screen Porch,Street,TotRms AbvGrd,TotRms AbvGrd (box-cox-0.0),Total Bath,Total Bath (box-cox-0.5),Total Bsmt SF,Total Porch SF,Utilities,Wood Deck SF,Year Built,Year Remod/Add,Yr Sold,SalePrice,SalePrice (box-cox-0.0)
2417,528221100,728.0,728.0,0.0,NA,3,1Fam,3,1,0,0,4,728.0,0.0,0.0,1,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,0,0,PConc,2,7,429.0,2,3,2,3,Attchd,1456.0,1,GasA,3,2Story,1,2,Lvl,2,15578.0,Corner,2,0.0,060,RL,0.0,None,NA,0.0,5,4.0,Gilbert,0.0,4,5,2,0.0,0,CompShg,Gable,Partial,New,0.0,Pave,8,2.0794415416798357,2.5,1.1622776601683795,728.0,0.0,3,0.0,2006,2006,2006,172785.0,12.059803326028716
2418,528222010,1052.0,1321.0,0.0,NA,4,1Fam,3,3,0,0,4,1052.0,0.0,0.0,1,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,4,1,PConc,2,7,632.0,3,3,3,3,BuiltIn,2373.0,1,GasA,4,2Story,1,3,Lvl,2,11631.0,Corner,2,0.0,060,RL,236.0,BrkFace,NA,0.0,6,5.0,Gilbert,46.0,4,7,2,0.0,0,CompShg,Gable,Partial,New,0.0,Pave,9,2.1972245773362196,2.5,1.1622776601683795,1052.0,166.0,3,120.0,2004,2005,2006,258000.0,12.460714863903755
2419,528222020,738.0,754.0,0.0,NA,3,1Fam,3,1,0,0,4,738.0,0.0,0.0,1,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,0,0,PConc,2,7,440.0,2,3,3,3,Attchd,1492.0,1,GasA,4,2Story,1,3,Lvl,2,9073.0,Inside,2,0.0,060,RL,0.0,None,NA,0.0,10,9.0,Gilbert,32.0,4,6,2,0.0,0,CompShg,Gable,Partial,New,0.0,Pave,8,2.0794415416798357,2.5,1.1622776601683795,738.0,132.0,3,100.0,2006,2006,2006,185101.0,12.128656901032139
2420,528228280,1364.0,0.0,0.0,NA,2,TwnhsE,3,3,1,0,4,767.0,453.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,4,1,PConc,2,7,437.0,2,3,3,3,Attchd,1364.0,0,GasA,4,1Story,1,3,Lvl,2,3087.0,Inside,3,0.0,120,RL,14.0,BrkFace,NA,0.0,11,10.0,Blmngtn,16.0,4,6,2,0.0,0,CompShg,Gable,Partial,New,0.0,Pave,6,1.791759469228055,3.0,1.4641016151377544,1220.0,116.0,3,100.0,2006,2006,2006,210250.0,12.256052577835195
2421,528228325,1557.0,0.0,0.0,NA,2,TwnhsE,3,4,0,0,4,1374.0,0.0,0.0,1,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,3,1,PConc,2,7,420.0,2,3,3,3,Attchd,1557.0,0,GasA,4,1Story,1,3,Lvl,2,3196.0,Inside,3,0.0,120,RL,18.0,BrkFace,NA,0.0,10,9.0,Blmngtn,20.0,4,6,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,7,1.9459101490553132,2.0,0.8284271247461903,1374.0,163.0,3,143.0,2003,2004,2006,234000.0,12.363076394339839
2422,528228340,1456.0,0.0,0.0,NA,2,TwnhsE,3,4,0,0,4,1273.0,0.0,0.0,1,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,3,1,PConc,2,7,400.0,2,3,3,3,Attchd,1456.0,0,GasA,4,1Story,1,3,Lvl,2,3196.0,Inside,3,0.0,120,RL,40.0,BrkFace,NA,0.0,5,4.0,Blmngtn,20.0,4,7,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,7,1.9459101490553132,2.0,0.8284271247461903,1273.0,163.0,3,143.0,2003,2003,2006,215000.0,12.2783933071098
2423,528228360,1511.0,0.0,0.0,NA,2,TwnhsE,3,3,1,0,4,330.0,1038.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,3,1,PConc,2,7,398.0,2,3,3,3,Attchd,1511.0,0,GasA,4,1Story,1,3,Lvl,2,2938.0,Inside,3,0.0,120,RL,40.0,BrkFace,NA,0.0,5,4.0,Blmngtn,30.0,4,6,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,5,1.6094379124341003,3.0,1.4641016151377544,1368.0,160.0,3,130.0,2002,2002,2006,246990.0,12.417103128960582
2424,528228415,1414.0,0.0,0.0,NA,2,TwnhsE,3,1,0,0,4,1375.0,0.0,0.0,1,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,3,1,PConc,2,7,398.0,2,3,3,3,Attchd,1414.0,0,GasA,4,1Story,1,3,Lvl,2,3072.0,Inside,3,0.0,120,RM,18.0,BrkFace,NA,0.0,5,4.0,Blmngtn,20.0,4,6,2,0.0,0,CompShg,Hip,Normal,WD,0.0,Pave,6,1.791759469228055,2.0,0.8284271247461903,1375.0,164.0,3,144.0,2004,2004,2006,178740.0,12.093687514935382
2425,528228430,1548.0,0.0,0.0,NA,2,TwnhsE,3,1,1,0,4,306.0,1059.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,3,1,PConc,2,7,388.0,2,3,3,3,Attchd,1548.0,0,GasA,4,1Story,1,3,Lvl,2,3072.0,Inside,3,0.0,120,RM,18.0,BrkFace,NA,0.0,9,8.0,Blmngtn,20.0,4,6,2,0.0,0,CompShg,Hip,Normal,WD,0.0,Pave,7,1.9459101490553132,3.0,1.4641016151377544,1365.0,163.0,3,143.0,2004,2004,2006,225000.0,12.323855681186558
2426,528228545,1248.0,0.0,0.0,NA,2,TwnhsE,3,3,0,0,4,1232.0,16.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,0,0,PConc,2,7,438.0,2,3,3,3,Attchd,1248.0,0,GasA,4,1Story,1,3,Lvl,2,3010.0,Inside,3,0.0,120,RL,16.0,BrkFace,NA,0.0,3,2.0,Blmngtn,0.0,4,6,2,0.0,0,CompShg,Gable,Partial,New,0.0,Pave,5,1.6094379124341003,2.0,0.8284271247461903,1248.0,108.0,3,108.0,2005,2006,2006,167240.0,12.0271851854705
2427,528228550,1142.0,0.0,0.0,NA,2,TwnhsE,3,4,0,0,4,1126.0,16.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,0,0,PConc,2,7,440.0,2,3,3,3,Attchd,1142.0,0,GasA,4,1Story,1,3,Lvl,2,3010.0,Inside,3,0.0,120,RL,14.0,BrkFace,NA,0.0,6,5.0,Blmngtn,0.0,4,6,2,0.0,0,CompShg,Gable,Partial,New,0.0,Pave,6,1.791759469228055,2.0,0.8284271247461903,1142.0,90.0,3,90.0,2005,2006,2006,156820.0,11.962853929784913
2428,528228565,1506.0,0.0,0.0,NA,2,TwnhsE,3,4,0,0,4,1346.0,16.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,4,1,PConc,2,7,440.0,2,3,3,3,Attchd,1506.0,0,GasA,4,1Story,1,3,Lvl,2,3013.0,Inside,3,0.0,120,RL,145.0,BrkFace,NA,0.0,4,3.0,Blmngtn,20.0,4,6,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,6,1.791759469228055,2.0,0.8284271247461903,1362.0,162.0,3,142.0,2005,2005,2006,213490.0,12.27134527214637
2429,528228575,1567.0,0.0,0.0,NA,1,TwnhsE,4,3,1,0,4,366.0,1154.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,4,1,PConc,2,7,648.0,3,3,3,3,Attchd,1567.0,0,GasA,4,1Story,1,4,Lvl,2,3982.0,Inside,3,0.0,120,RL,0.0,None,NA,0.0,10,9.0,Blmngtn,0.0,4,7,2,0.0,0,CompShg,Hip,Partial,New,0.0,Pave,7,1.9459101490553132,3.0,1.4641016151377544,1520.0,312.0,3,312.0,2006,2006,2006,264561.0,12.485827127509431
2430,528228580,1500.0,0.0,0.0,NA,2,TwnhsE,3,3,1,0,4,286.0,1070.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,4,1,PConc,2,7,648.0,3,3,3,3,Attchd,1500.0,0,GasA,4,1Story,1,3,Lvl,2,4045.0,Inside,3,0.0,120,RL,45.0,BrkFace,NA,0.0,10,9.0,Blmngtn,20.0,4,6,2,0.0,0,CompShg,Hip,Partial,New,0.0,Pave,6,1.791759469228055,3.0,1.4641016151377544,1356.0,181.0,3,161.0,2006,2006,2006,246578.0,12.415433652431746
2431,528231050,734.0,1104.0,0.0,NA,4,1Fam,4,3,0,0,4,732.0,0.0,0.0,1,1,Y,RRAn,Norm,4,0.0,2,3,VinylSd,VinylSd,0,4,1,PConc,2,7,372.0,2,3,3,3,BuiltIn,1838.0,1,GasA,4,2Story,1,2,Lvl,2,21930.0,Inside,0,0.0,060,RL,0.0,None,NA,0.0,7,6.0,Gilbert,40.0,4,4,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,7,1.9459101490553132,2.5,1.1622776601683795,732.0,140.0,3,100.0,2005,2005,2006,192140.0,12.16597955196373
2432,528235050,807.0,702.0,0.0,NA,3,1Fam,3,1,1,0,4,326.0,457.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,4,1,PConc,2,7,393.0,2,3,3,3,Attchd,1509.0,1,GasA,4,2Story,1,3,Lvl,2,7861.0,Inside,2,0.0,060,RL,0.0,None,NA,0.0,6,5.0,Gilbert,75.0,4,5,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,7,1.9459101490553132,3.5,1.7416573867739413,783.0,175.0,3,100.0,2002,2003,2006,183200.0,12.118333731222167
2433,528235130,707.0,707.0,0.0,NA,3,1Fam,4,3,0,0,5,707.0,0.0,0.0,1,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,4,1,PConc,2,7,403.0,2,3,3,3,Attchd,1414.0,1,GasA,4,2Story,1,3,Lvl,2,9056.0,Inside,2,0.0,060,RL,0.0,None,NA,0.0,10,9.0,Gilbert,35.0,4,7,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,6,1.791759469228055,2.5,1.1622776601683795,707.0,135.0,3,100.0,2004,2004,2006,178000.0,12.089538829274222
2434,528235190,848.0,750.0,0.0,NA,3,1Fam,3,3,0,0,4,848.0,0.0,0.0,1,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,4,1,PConc,2,7,433.0,2,3,3,3,Attchd,1598.0,1,GasA,4,2Story,1,3,Lvl,2,9171.0,Inside,2,0.0,060,RL,0.0,None,NA,0.0,7,6.0,Gilbert,48.0,4,6,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,7,1.9459101490553132,2.5,1.1622776601683795,848.0,148.0,3,100.0,2004,2005,2006,201490.0,12.213495031345811
2435,528240080,1454.0,482.0,0.0,NA,3,1Fam,3,1,0,0,4,1406.0,0.0,0.0,1,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,3,1,PConc,2,7,504.0,2,3,2,3,Attchd,1936.0,1,GasA,4,2Story,1,3,Lvl,2,11194.0,Corner,2,0.0,060,RL,40.0,BrkFace,NA,0.0,11,10.0,Gilbert,124.0,4,7,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,7,1.9459101490553132,2.5,1.1622776601683795,1406.0,312.0,3,188.0,2000,2000,2006,230500.0,12.348006141418841
2436,528250060,807.0,702.0,0.0,NA,3,1Fam,3,1,0,0,4,783.0,0.0,0.0,1,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,4,1,PConc,2,7,393.0,2,3,3,3,Attchd,1509.0,1,GasA,4,2Story,1,3,Lvl,2,7875.0,Inside,3,0.0,060,RL,0.0,None,NA,0.0,7,6.0,Gilbert,75.0,4,6,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,8,2.0794415416798357,2.5,1.1622776601683795,783.0,75.0,3,0.0,2003,2003,2006,180000.0,12.100712129872347
2437,528275060,953.0,711.0,0.0,NA,3,1Fam,3,1,0,0,4,953.0,0.0,0.0,1,1,Y,Norm,Norm,4,0.0,2,2,VinylSd,VinylSd,0,3,1,PConc,2,7,460.0,2,3,2,3,Attchd,1664.0,1,GasA,4,2Story,1,2,Lvl,2,8121.0,Inside,2,0.0,060,RL,0.0,None,NA,0.0,1,0.0,Gilbert,40.0,4,5,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,7,1.9459101490553132,2.5,1.1622776601683795,953.0,140.0,3,100.0,2000,2000,2006,172400.0,12.05757263721173
2438,528275080,1008.0,881.0,0.0,NA,3,1Fam,3,1,0,0,4,250.0,732.0,0.0,5,1,Y,Norm,Norm,4,0.0,2,2,VinylSd,VinylSd,0,3,1,PConc,2,7,431.0,2,3,3,3,Attchd,1889.0,1,GasA,4,2Story,1,2,Lvl,2,8658.0,Inside,2,0.0,060,RL,0.0,None,NA,0.0,4,3.0,Gilbert,0.0,4,5,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,9,2.1972245773362196,2.5,1.1622776601683795,982.0,0.0,3,0.0,2000,2000,2006,215000.0,12.2783933071098
2439,528280100,956.0,930.0,0.0,NA,4,1Fam,3,1,0,0,4,930.0,0.0,0.0,1,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,3,1,PConc,2,7,431.0,2,3,3,3,Attchd,1886.0,1,GasA,3,2Story,1,3,Lvl,2,11214.0,Corner,2,0.0,060,RL,0.0,None,NA,0.0,7,6.0,Gilbert,0.0,4,6,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,10,2.302585092994046,2.5,1.1622776601683795,930.0,89.0,3,89.0,1998,1999,2006,199900.0,12.205572520488492
2440,528290140,959.0,712.0,0.0,NA,3,1Fam,3,1,1,0,4,173.0,786.0,0.0,6,1,Y,RRAn,Norm,4,0.0,2,2,VinylSd,VinylSd,0,3,1,PConc,2,7,472.0,2,3,3,3,Attchd,1671.0,1,GasA,4,2Story,1,2,Lvl,2,10852.0,Inside,2,0.0,060,RL,0.0,None,NA,0.0,2,1.0,Gilbert,38.0,4,5,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,7,1.9459101490553132,3.5,1.7416573867739413,959.0,38.0,3,0.0,2000,2000,2006,173000.0,12.061046873479915
2441,528292080,1082.0,1240.0,0.0,NA,4,1Fam,3,1,0,0,4,1035.0,0.0,0.0,1,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,0,0,PConc,3,7,617.0,3,3,2,3,Attchd,2322.0,1,GasA,3,2Story,1,3,Lvl,2,12104.0,FR3,2,0.0,060,RL,0.0,None,NA,0.0,8,7.0,Gilbert,45.0,4,6,2,0.0,0,CompShg,Gable,Partial,New,0.0,Pave,8,2.0794415416798357,3.5,1.7416573867739413,1035.0,445.0,3,400.0,2006,2006,2006,287602.0,12.569332858907769
2442,528294070,1005.0,1286.0,0.0,NA,4,1Fam,3,1,0,0,4,975.0,0.0,0.0,1,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,3,1,PConc,2,7,429.0,2,3,3,3,BuiltIn,2291.0,1,GasA,4,2Story,1,3,Lvl,2,8738.0,Inside,2,0.0,060,RL,302.0,BrkFace,NA,0.0,2,1.0,Gilbert,0.0,4,6,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,8,2.0794415416798357,2.5,1.1622776601683795,975.0,192.0,3,192.0,1999,1999,2006,230000.0,12.345834587905333
2443,528315030,1407.0,985.0,0.0,NA,3,1Fam,3,1,1,0,4,322.0,1074.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,3,1,PConc,2,7,870.0,3,3,3,3,Attchd,2392.0,1,GasA,4,2Story,1,3,Lvl,2,9452.0,Inside,3,0.0,060,RL,423.0,BrkFace,NA,0.0,6,5.0,NoRidge,70.0,4,7,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,7,1.9459101490553132,3.5,1.7416573867739413,1396.0,70.0,3,0.0,1997,1998,2006,348000.0,12.759957758756611
2444,528315070,1079.0,897.0,0.0,NA,3,1Fam,3,1,1,0,4,253.0,791.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,5,1,PConc,2,7,885.0,3,3,3,3,Attchd,1976.0,1,GasA,4,2Story,1,3,Lvl,2,9660.0,Inside,2,0.0,060,RL,242.0,BrkFace,NA,0.0,2,1.0,NoRidge,31.0,4,7,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,7,1.9459101490553132,3.5,1.7416573867739413,1044.0,241.0,3,210.0,1998,1998,2006,286000.0,12.56374708980199
2445,528315080,1205.0,1029.0,0.0,NA,3,1Fam,3,2,1,0,4,655.0,505.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,3,1,PConc,2,7,768.0,3,3,2,3,BuiltIn,2234.0,1,GasA,4,2Story,1,3,Lvl,2,9545.0,Corner,3,0.0,060,RL,322.0,BrkFace,NA,0.0,6,5.0,NoRidge,50.0,4,7,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,7,1.9459101490553132,3.5,1.7416573867739413,1160.0,50.0,3,0.0,2000,2000,2006,300000.0,12.611537753638338
2446,528320060,1831.0,1796.0,0.0,NA,4,1Fam,3,4,1,0,5,543.0,1387.0,0.0,6,1,Y,Norm,Norm,4,0.0,3,3,HdBoard,HdBoard,0,3,1,PConc,3,7,807.0,3,3,3,3,Attchd,3627.0,1,GasA,4,2Story,1,3,Lvl,2,35760.0,CulDSac,2,0.0,060,RL,1378.0,BrkFace,NA,0.0,7,6.0,NoRidge,76.0,4,9,2,0.0,0,CompShg,Hip,Normal,WD,0.0,Pave,10,2.302585092994046,4.5,2.2426406871192848,1930.0,437.0,3,361.0,1995,1996,2006,625000.0,13.345506928718539
2447,528327010,1540.0,1315.0,0.0,NA,4,1Fam,3,3,1,0,5,358.0,1182.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,3,1,PConc,2,7,774.0,3,3,2,3,Attchd,2855.0,1,GasA,4,2Story,1,4,Lvl,2,9233.0,Inside,2,0.0,060,RL,877.0,BrkFace,NA,0.0,3,2.0,NoRidge,55.0,4,8,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,9,2.1972245773362196,3.5,1.7416573867739413,1540.0,302.0,3,247.0,2000,2000,2006,405000.0,12.911642346088676
2448,528344060,1086.0,838.0,0.0,NA,3,1Fam,3,3,1,0,4,130.0,956.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,3,1,PConc,2,7,592.0,2,3,2,3,Attchd,1924.0,1,GasA,4,2Story,1,3,Lvl,2,12011.0,CulDSac,2,0.0,060,RL,530.0,BrkFace,NA,0.0,6,5.0,NoRidge,75.0,4,7,2,0.0,0,CompShg,Gable,Normal,WD,374.0,Pave,7,1.9459101490553132,3.5,1.7416573867739413,1086.0,657.0,3,208.0,1998,1998,2006,280000.0,12.542544882151386
2449,528348010,1165.0,1098.0,0.0,NA,4,1Fam,3,1,0,0,4,1141.0,0.0,0.0,1,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,3,1,PConc,2,7,420.0,2,3,3,3,BuiltIn,2263.0,1,GasA,3,2Story,1,3,Lvl,2,12090.0,Corner,3,0.0,060,RL,650.0,BrkFace,NA,0.0,7,6.0,NoRidge,123.0,4,7,2,0.0,0,CompShg,Hip,Abnorml,WD,0.0,Pave,10,2.302585092994046,2.5,1.1622776601683795,1141.0,267.0,3,144.0,1998,1998,2006,258000.0,12.460714863903755
2450,528358030,1358.0,1368.0,0.0,NA,4,1Fam,3,1,0,0,4,815.0,527.0,0.0,5,1,Y,Norm,Norm,4,168.0,2,3,VinylSd,VinylSd,0,5,1,PConc,2,7,725.0,3,3,2,3,Attchd,2726.0,1,GasA,4,2Story,1,3,Lvl,2,10019.0,Inside,2,0.0,060,RL,397.0,BrkFace,NA,0.0,6,5.0,NoRidge,169.0,4,7,2,0.0,0,CompShg,Hip,Normal,WD,0.0,Pave,9,2.1972245773362196,2.5,1.1622776601683795,1342.0,644.0,3,307.0,1995,1995,2006,350000.0,12.765688433465597
2451,528360050,1933.0,1567.0,0.0,NA,4,1Fam,3,4,1,0,5,48.0,292.0,1393.0,3,6,Y,Norm,Norm,4,0.0,3,3,MetalSd,MetalSd,0,3,1,PConc,3,7,959.0,3,3,2,3,Attchd,3500.0,1,GasA,4,2Story,1,4,Lvl,2,17242.0,Inside,2,0.0,060,RL,738.0,BrkFace,NA,0.0,5,4.0,NoRidge,86.0,4,8,2,0.0,0,CompShg,Hip,Normal,WD,210.0,Pave,11,2.3978952727983707,4.5,2.2426406871192848,1733.0,1166.0,3,870.0,1993,1994,2006,584500.0,13.27851205989426
2452,528363070,1305.0,1189.0,0.0,NA,4,1Fam,3,4,1,0,4,742.0,380.0,168.0,6,4,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,4,3,1,PConc,2,7,803.0,3,3,3,3,Attchd,2494.0,1,GasA,4,2Story,1,3,Lvl,2,10236.0,Inside,2,0.0,060,RL,501.0,BrkFace,NA,0.0,6,5.0,NoRidge,95.0,4,7,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,9,2.1972245773362196,3.5,1.7416573867739413,1290.0,295.0,3,200.0,1994,1995,2006,321000.0,12.679196402112153
2453,528365090,1203.0,1323.0,0.0,NA,4,1Fam,3,1,1,0,4,425.0,740.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,3,1,PConc,2,7,844.0,3,3,2,3,Attchd,2526.0,1,GasA,4,2Story,1,3,Lvl,2,10120.0,Inside,3,0.0,060,RL,391.0,BrkFace,NA,0.0,12,11.0,NoRidge,78.0,4,7,2,0.0,0,CompShg,Hip,Normal,WD,0.0,Pave,8,2.0794415416798357,3.5,1.7416573867739413,1165.0,387.0,3,309.0,1994,1994,2006,290000.0,12.577636201962656
2454,528366040,1565.0,1234.0,0.0,NA,3,1Fam,3,1,1,0,4,0.0,247.0,1039.0,2,6,Y,Norm,Norm,4,0.0,2,3,HdBoard,ImStucc,0,3,1,PConc,2,7,704.0,3,3,3,3,Attchd,2799.0,1,GasA,4,2Story,1,3,Lvl,2,12585.0,Inside,2,0.0,060,RL,420.0,BrkFace,NA,0.0,10,9.0,NoRidge,136.0,4,7,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,8,2.0794415416798357,3.5,1.7416573867739413,1286.0,568.0,3,432.0,1993,1993,2006,315000.0,12.66032791780777
2455,528429060,1116.0,848.0,0.0,NA,3,1Fam,4,1,0,0,4,1100.0,0.0,0.0,1,1,Y,RRAn,Norm,4,0.0,2,3,CemntBd,CemntBd,0,4,1,PConc,2,7,760.0,2,3,3,3,BuiltIn,1964.0,1,GasA,4,2Story,1,3,Lvl,2,12447.0,Inside,2,0.0,060,RL,192.0,Stone,NA,0.0,1,0.0,Somerst,70.0,4,7,2,0.0,0,CompShg,Gable,Partial,New,0.0,Pave,8,2.0794415416798357,2.5,1.1622776601683795,1100.0,270.0,3,200.0,2005,2006,2006,252000.0,12.437184366493561
2457,528429120,2097.0,0.0,0.0,NA,1,1Fam,3,2,1,0,5,356.0,1721.0,0.0,6,1,Y,RRAn,Norm,4,0.0,2,3,VinylSd,VinylSd,0,5,1,PConc,1,7,1134.0,3,3,3,3,Attchd,2097.0,1,GasA,4,1Story,1,4,Lvl,2,20896.0,CulDSac,1,0.0,020,RL,0.0,None,NA,0.0,1,0.0,Somerst,267.0,4,7,2,0.0,0,CompShg,Gable,Partial,New,0.0,Pave,8,2.0794415416798357,2.5,1.1622776601683795,2077.0,459.0,3,192.0,2005,2006,2006,423000.0,12.955127458028414
2458,528429130,1660.0,0.0,0.0,NA,3,1Fam,3,2,1,0,5,440.0,1220.0,0.0,6,1,Y,RRNn,Norm,4,0.0,2,3,VinylSd,VinylSd,0,4,1,PConc,2,7,500.0,2,3,2,3,Attchd,1660.0,0,GasA,4,1Story,1,3,Lvl,2,10182.0,CulDSac,2,0.0,020,RL,420.0,Stone,NA,0.0,5,4.0,Somerst,50.0,4,7,2,0.0,0,CompShg,Hip,Partial,New,0.0,Pave,8,2.0794415416798357,3.0,1.4641016151377544,1660.0,372.0,3,322.0,2006,2006,2006,290000.0,12.577636201962656
2459,528439030,1616.0,0.0,0.0,NA,3,1Fam,3,3,0,0,4,1616.0,0.0,0.0,1,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,0,0,PConc,2,7,834.0,3,3,2,3,Attchd,1616.0,0,GasA,4,1Story,1,3,Lvl,2,8688.0,Inside,3,0.0,020,RL,228.0,BrkFace,NA,0.0,4,3.0,Somerst,59.0,4,6,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,7,1.9459101490553132,2.0,0.8284271247461903,1616.0,267.0,3,208.0,2005,2005,2006,232000.0,12.354492650648448
2460,528445010,1504.0,0.0,0.0,NA,3,1Fam,3,1,0,0,4,1504.0,0.0,0.0,1,1,Y,Feedr,Norm,4,0.0,2,3,VinylSd,VinylSd,0,0,0,PConc,2,7,510.0,2,3,3,3,Attchd,1504.0,0,GasA,4,1Story,1,3,Lvl,2,10936.0,Corner,3,0.0,020,RL,60.0,BrkFace,NA,0.0,9,8.0,Somerst,0.0,4,7,2,0.0,0,CompShg,Gable,Partial,New,0.0,Pave,7,1.9459101490553132,2.0,0.8284271247461903,1504.0,144.0,3,144.0,2006,2006,2006,199000.0,12.201060103706629
2461,528456200,1278.0,0.0,0.0,NA,2,1Fam,3,1,0,0,4,1254.0,24.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,0,0,PConc,2,7,584.0,2,3,2,3,Attchd,1278.0,0,GasA,4,1Story,1,3,Lvl,2,8640.0,Inside,3,0.0,020,FV,0.0,None,NA,0.0,10,9.0,Somerst,60.0,4,7,2,0.0,0,CompShg,Gable,Partial,New,0.0,Pave,5,1.6094379124341003,2.0,0.8284271247461903,1278.0,60.0,3,0.0,2006,2006,2006,198600.0,12.19904803059321
